Date,GEV.Close
2025-03-24,343.57000732421875
2025-03-25,336.20001220703125
2025-03-26,317.70001220703125
2025-03-27,303
2025-03-28,302.92999267578125
2025-03-31,305.2799987792969
2025-04-01,315.6400146484375
2025-04-02,330.79998779296875
2025-04-03,297.6600036621094
2025-04-04,271.4800109863281
2025-04-07,286.07000732421875
2025-04-08,286.8900146484375
2025-04-09,326.80999755859375
2025-04-10,309.95001220703125
2025-04-11,321.42999267578125
2025-04-14,322.29998779296875
2025-04-15,328.55999755859375
2025-04-16,328.1600036621094
2025-04-17,323.54998779296875
2025-04-21,313.0799865722656
2025-04-22,326.07000732421875
2025-04-23,336.0899963378906
2025-04-24,360.489990234375
2025-04-25,372.4200134277344
2025-04-28,370.05999755859375
2025-04-29,371.19000244140625
2025-04-30,370.82000732421875
2025-05-01,382.2900085449219
2025-05-02,396.32000732421875
2025-05-05,401.1000061035156
2025-05-06,401.2300109863281
2025-05-07,406.80999755859375
2025-05-08,394
2025-05-09,399.260009765625
2025-05-12,416.6300048828125
2025-05-13,433.3299865722656
2025-05-14,432.8399963378906
2025-05-15,426.9700012207031
2025-05-16,428.05999755859375
2025-05-19,446.6000061035156
2025-05-20,450.0400085449219
2025-05-21,453.0299987792969
2025-05-22,458.82000732421875
2025-05-23,464.3900146484375
2025-05-27,471.510009765625
2025-05-28,485.010009765625
2025-05-29,471.1700134277344
2025-05-30,472.9800109863281
2025-06-02,485.1600036621094
2025-06-03,492.9700012207031
2025-06-04,488.1300048828125
2025-06-05,484.30999755859375
2025-06-06,485
2025-06-09,480
2025-06-10,465.30999755859375
2025-06-11,483.4700012207031
2025-06-12,487.6700134277344
2025-06-13,478.45001220703125
2025-06-16,487.8800048828125
2025-06-17,488.6600036621094
2025-06-18,490.19000244140625
2025-06-20,486.9599914550781
2025-06-23,499.8800048828125
2025-06-24,510.8399963378906
2025-06-25,502.6700134277344
2025-06-26,506.80999755859375
2025-06-27,519.65997314453125
2025-06-30,529.1500244140625
2025-07-01,506
2025-07-02,505.07000732421875
2025-07-03,517.03997802734375
2025-07-07,530.280029296875
2025-07-08,530
2025-07-09,535.77001953125
2025-07-10,539.3599853515625
2025-07-11,539.15997314453125
2025-07-14,555.03997802734375
2025-07-15,559.6099853515625
2025-07-16,561.16998291015625
2025-07-17,570.16998291015625
2025-07-18,574.5999755859375
2025-07-21,565.90997314453125
2025-07-22,548.989990234375
2025-07-23,629.030029296875
2025-07-24,623.969970703125
2025-07-25,644.59002685546875
2025-07-28,647.65997314453125
2025-07-29,632.66998291015625
2025-07-30,655
2025-07-31,660.28997802734375
2025-08-01,656.5
2025-08-04,662.77001953125
2025-08-05,649.719970703125
2025-08-06,664.54998779296875
2025-08-07,645.8599853515625
2025-08-08,649.09002685546875
2025-08-11,650.760009765625
2025-08-12,657.44000244140625
2025-08-13,634.30999755859375
2025-08-14,625.27001953125
2025-08-15,621.90997314453125
2025-08-18,625.02001953125
2025-08-19,603.1300048828125
2025-08-20,604.59002685546875
2025-08-21,606
2025-08-22,607.07000732421875
2025-08-25,602.30999755859375
2025-08-26,625.90997314453125
2025-08-27,622.3900146484375
2025-08-28,633.69000244140625
2025-08-29,612.969970703125
2025-09-02,579.67999267578125
2025-09-03,577.03997802734375
2025-09-04,598.80999755859375
2025-09-05,582.08001708984375
2025-09-08,600.22998046875
2025-09-09,605.70001220703125
2025-09-10,643.55999755859375
2025-09-11,634.1500244140625
2025-09-12,625.54998779296875
2025-09-15,628.67999267578125
2025-09-16,617.90997314453125
2025-09-17,614.78997802734375
2025-09-18,611
2025-09-19,624.16998291015625
2025-09-22,644.3699951171875
2025-09-23,633.40997314453125
2025-09-24,628.969970703125
2025-09-25,607.52001953125
2025-09-26,605.16998291015625
2025-09-29,602.42999267578125
2025-09-30,614.9000244140625
2025-10-01,606.1500244140625
2025-10-02,606.22998046875
2025-10-03,594.989990234375
2025-10-06,603.219970703125
2025-10-07,606.1199951171875
2025-10-08,625.45001220703125
2025-10-09,634.27001953125
2025-10-10,604.55999755859375
2025-10-13,648.25
2025-10-14,644.40997314453125
2025-10-15,615.95001220703125
2025-10-16,602
2025-10-17,600
2025-10-20,594.07000732421875
2025-10-21,585.33001708984375
2025-10-22,576
2025-10-23,595.1500244140625
2025-10-24,584.3900146484375
2025-10-27,584.3900146484375
2025-10-28,570.97998046875
2025-10-29,577.969970703125
2025-10-30,574.07000732421875
2025-10-31,585.1400146484375
2025-11-03,581.260009765625
2025-11-04,547.96002197265625
2025-11-05,559.70001220703125
2025-11-06,550.16998291015625
2025-11-07,575.1300048828125
2025-11-10,579.79998779296875
2025-11-11,576.08001708984375
2025-11-12,575.4000244140625
2025-11-13,558.16998291015625
2025-11-14,578.30999755859375
2025-11-17,577.02001953125
2025-11-18,554.92999267578125
2025-11-19,595.3699951171875
2025-11-20,558.030029296875
2025-11-21,555.84002685546875
2025-11-24,580.489990234375
2025-11-25,572.55999755859375
2025-11-26,589.719970703125
2025-11-28,599.77001953125
2025-12-01,576.9000244140625
2025-12-02,601.58001708984375
2025-12-03,601.969970703125
2025-12-04,629.1099853515625
2025-12-05,631.32000732421875
2025-12-08,621.9000244140625
2025-12-09,625.29998779296875
2025-12-10,723
2025-12-11,704.20001220703125
2025-12-12,671.71002197265625
2025-12-15,681.3499755859375
2025-12-16,686.219970703125
2025-12-17,614.19000244140625
2025-12-18,639.42999267578125
2025-12-19,658.280029296875
2025-12-22,661.80999755859375
2025-12-23,661.45001220703125
2025-12-24,667.32000732421875
2025-12-26,663.46002197265625
2025-12-29,663.46002197265625
2025-12-30,659.6400146484375
2025-12-31,653.57000732421875
2026-01-02,679.54998779296875
2026-01-05,680.8599853515625
2026-01-06,686.33001708984375
2026-01-07,662.32000732421875
2026-01-08,628.4000244140625
2026-01-09,622.5
2026-01-12,639.77001953125
2026-01-13,652.09002685546875
2026-01-14,644.17999267578125
2026-01-15,642.22998046875
2026-01-16,681.54998779296875
2026-01-20,684.8599853515625
2026-01-21,667.8900146484375
2026-01-22,661.66998291015625
2026-01-23,657.780029296875
2026-01-26,665.989990234375
2026-01-27,692.70001220703125
2026-01-28,711.59002685546875
2026-01-29,717.3900146484375
2026-01-30,726.3699951171875
2026-02-02,754.969970703125
2026-02-03,780.25
2026-02-04,746.219970703125
2026-02-05,737.530029296875
2026-02-06,779.3499755859375
2026-02-09,801.53997802734375
2026-02-10,790.78997802734375
2026-02-11,823.66998291015625
2026-02-12,816.55999755859375
2026-02-13,802.1300048828125
2026-02-17,819.1500244140625
2026-02-18,817.54998779296875
2026-02-19,834.6099853515625
2026-02-20,830.34002685546875
2026-02-23,831.70001220703125
2026-02-24,879.72998046875
2026-02-25,876.010009765625
2026-02-26,876.46002197265625
2026-02-27,873.5999755859375
2026-03-02,881.17999267578125
2026-03-03,842
2026-03-04,841.27001953125
2026-03-05,815.010009765625
2026-03-06,789.22998046875
2026-03-09,830.0999755859375
2026-03-10,839.20001220703125
2026-03-11,847.6500244140625
2026-03-12,832.1099853515625
2026-03-13,805.02001953125
2026-03-16,827.3699951171875
2026-03-17,844.04998779296875
2026-03-18,858.469970703125
2026-03-19,877.3900146484375
2026-03-20,851.07000732421875
2026-03-23,882.6400146484375
2026-03-24,909.40997314453125
2026-03-25,923.69000244140625
2026-03-26,873.1199951171875
2026-03-27,853.15997314453125
2026-03-30,817.3499755859375
