Date,CHD.Close
2020-01-02,70.029998779296875
2020-01-03,70.2699966430664
2020-01-06,70.54000091552734
2020-01-07,69.86000061035156
2020-01-08,69.2300033569336
2020-01-09,69.75
2020-01-10,70.0999984741211
2020-01-13,70.81999969482422
2020-01-14,71.16999816894531
2020-01-15,71.839996337890625
2020-01-16,71.68000030517578
2020-01-17,72
2020-01-21,72.5
2020-01-22,72.220001220703125
2020-01-23,70.9800033569336
2020-01-24,71.30999755859375
2020-01-27,72.37999725341797
2020-01-28,72.0199966430664
2020-01-29,72.69999694824219
2020-01-30,72.779998779296875
2020-01-31,74.220001220703125
2020-02-03,75.11000061035156
2020-02-04,74.73999786376953
2020-02-05,74.26000213623047
2020-02-06,73.95999908447266
2020-02-07,74.48999786376953
2020-02-10,75.55000305175781
2020-02-11,74.779998779296875
2020-02-12,75.68000030517578
2020-02-13,75.720001220703125
2020-02-14,76.43000030517578
2020-02-18,76.1500015258789
2020-02-19,75.779998779296875
2020-02-20,76.30999755859375
2020-02-21,76.61000061035156
2020-02-24,75.51000213623047
2020-02-25,74.76000213623047
2020-02-26,74.43000030517578
2020-02-27,71.86000061035156
2020-02-28,69.5199966430664
2020-03-02,74.95999908447266
2020-03-03,73.05999755859375
2020-03-04,76.470001220703125
2020-03-05,75.029998779296875
2020-03-06,74.68000030517578
2020-03-09,70.73999786376953
2020-03-10,72.7699966430664
2020-03-11,68.410003662109375
2020-03-12,63.40999984741211
2020-03-13,63.290000915527344
2020-03-16,60.43000030517578
2020-03-17,68.69000244140625
2020-03-18,69.37999725341797
2020-03-19,66.69999694824219
2020-03-20,65.75
2020-03-23,60.869998931884766
2020-03-24,62.75
2020-03-25,60.29999923706055
2020-03-26,62.900001525878906
2020-03-27,61.970001220703125
2020-03-30,64.80999755859375
2020-03-31,64.18000030517578
2020-04-01,63.79999923706055
2020-04-02,66.2699966430664
2020-04-03,67.6500015258789
2020-04-06,68.86000061035156
2020-04-07,67.01000213623047
2020-04-08,68.61000061035156
2020-04-09,68.38999938964844
2020-04-13,68.0999984741211
2020-04-14,72.13999938964844
2020-04-15,72
2020-04-16,72.6500015258789
2020-04-17,73.55000305175781
2020-04-20,72.66999816894531
2020-04-21,70.55000305175781
2020-04-22,71.410003662109375
2020-04-23,70.660003662109375
2020-04-24,71.3499984741211
2020-04-27,71.4800033569336
2020-04-28,69.41999816894531
2020-04-29,68.37000274658203
2020-04-30,69.98999786376953
2020-05-01,71.220001220703125
2020-05-04,71.93000030517578
2020-05-05,73.43000030517578
2020-05-06,71.8499984741211
2020-05-07,72.37999725341797
2020-05-08,73.3499984741211
2020-05-11,73.98999786376953
2020-05-12,73.37999725341797
2020-05-13,73.44999694824219
2020-05-14,72.80000305175781
2020-05-15,73.5999984741211
2020-05-18,73.089996337890625
2020-05-19,72.11000061035156
2020-05-20,72.1500015258789
2020-05-21,70.970001220703125
2020-05-22,71.93000030517578
2020-05-26,70.30000305175781
2020-05-27,72.91999816894531
2020-05-28,74.04000091552734
2020-05-29,75.06999969482422
2020-06-01,75.30000305175781
2020-06-02,75.87000274658203
2020-06-03,75.13999938964844
2020-06-04,74.2699966430664
2020-06-05,73.79000091552734
2020-06-08,74.75
2020-06-09,74.93000030517578
2020-06-10,75.5
2020-06-11,74.41999816894531
2020-06-12,73.08000183105469
2020-06-15,73.87000274658203
2020-06-16,74.73999786376953
2020-06-17,75.37000274658203
2020-06-18,77.81999969482422
2020-06-19,77.5199966430664
2020-06-22,77.55000305175781
2020-06-23,77.11000061035156
2020-06-24,76.25
2020-06-25,76.73999786376953
2020-06-26,76.1500015258789
2020-06-29,76.720001220703125
2020-06-30,77.30000305175781
2020-07-01,77.9000015258789
2020-07-02,78.29000091552734
2020-07-06,77.86000061035156
2020-07-07,79.05000305175781
2020-07-08,80.26000213623047
2020-07-09,81.7300033569336
2020-07-10,82.779998779296875
2020-07-13,82.12999725341797
2020-07-14,84.4800033569336
2020-07-15,84.5999984741211
2020-07-16,84.19999694824219
2020-07-17,84.87000274658203
2020-07-20,84.29000091552734
2020-07-21,84.5
2020-07-22,85.13999938964844
2020-07-23,86.220001220703125
2020-07-24,85.87000274658203
2020-07-27,87.16999816894531
2020-07-28,88.20999908447266
2020-07-29,89.30999755859375
2020-07-30,90.05999755859375
2020-07-31,96.33000183105469
2020-08-03,93.410003662109375
2020-08-04,96.05000305175781
2020-08-05,95.83000183105469
2020-08-06,95.12000274658203
2020-08-07,94.95999908447266
2020-08-10,94.779998779296875
2020-08-11,92.70999908447266
2020-08-12,94.83000183105469
2020-08-13,94.75
2020-08-14,94.26000213623047
2020-08-17,95.79000091552734
2020-08-18,96.45999908447266
2020-08-19,96.29000091552734
2020-08-20,96.54000091552734
2020-08-21,96.5
2020-08-24,96.62999725341797
2020-08-25,96.0999984741211
2020-08-26,95.910003662109375
2020-08-27,96.0999984741211
2020-08-28,94.910003662109375
2020-08-31,95.83000183105469
2020-09-01,95.33000183105469
2020-09-02,98.160003662109375
2020-09-03,94.26000213623047
2020-09-04,93.30000305175781
2020-09-08,91.9000015258789
2020-09-09,94.04000091552734
2020-09-10,92.88999938964844
2020-09-11,92.87000274658203
2020-09-14,92.720001220703125
2020-09-15,92.33000183105469
2020-09-16,91.95999908447266
2020-09-17,92.05999755859375
2020-09-18,90.31999969482422
2020-09-21,89.63999938964844
2020-09-22,91.589996337890625
2020-09-23,91.61000061035156
2020-09-24,92.589996337890625
2020-09-25,92.94999694824219
2020-09-28,93.45999908447266
2020-09-29,92.8499984741211
2020-09-30,93.70999908447266
2020-10-01,93.0999984741211
2020-10-02,91.16999816894531
2020-10-05,90.7300033569336
2020-10-06,89.8499984741211
2020-10-07,90.93000030517578
2020-10-08,91.13999938964844
2020-10-09,92.76000213623047
2020-10-12,93.2699966430664
2020-10-13,95.18000030517578
2020-10-14,94.470001220703125
2020-10-15,95.0999984741211
2020-10-16,93.19000244140625
2020-10-19,92.339996337890625
2020-10-20,92.23999786376953
2020-10-21,92.19000244140625
2020-10-22,90.98999786376953
2020-10-23,91.910003662109375
2020-10-26,91.910003662109375
2020-10-27,92.2300033569336
2020-10-28,88.23999786376953
2020-10-29,87.05999755859375
2020-10-30,88.38999938964844
2020-11-02,87.9000015258789
2020-11-03,89
2020-11-04,89.7699966430664
2020-11-05,90.029998779296875
2020-11-06,90.5
2020-11-09,84.83000183105469
2020-11-10,86.31999969482422
2020-11-11,87.410003662109375
2020-11-12,87.5
2020-11-13,87.37999725341797
2020-11-16,87.970001220703125
2020-11-17,87.20999908447266
2020-11-18,86
2020-11-19,86.19999694824219
2020-11-20,85.95999908447266
2020-11-23,85.2699966430664
2020-11-24,83.6500015258789
2020-11-25,85.58000183105469
2020-11-27,86.2699966430664
2020-11-30,87.7699966430664
2020-12-01,87.839996337890625
2020-12-02,86.26000213623047
2020-12-03,86.589996337890625
2020-12-04,86.339996337890625
2020-12-07,86.76000213623047
2020-12-08,87.089996337890625
2020-12-09,86.44000244140625
2020-12-10,85.33000183105469
2020-12-11,85.8499984741211
2020-12-14,86.05999755859375
2020-12-15,86.160003662109375
2020-12-16,86.66999816894531
2020-12-17,87.20999908447266
2020-12-18,88.1500015258789
2020-12-21,86.54000091552734
2020-12-22,86.55999755859375
2020-12-23,86.94000244140625
2020-12-24,86.86000061035156
2020-12-28,87.4800033569336
2020-12-29,87.08000183105469
2020-12-30,86.70999908447266
2020-12-31,87.2300033569336
2021-01-04,86.5999984741211
2021-01-05,85.81999969482422
2021-01-06,85.94999694824219
2021-01-07,84.9000015258789
2021-01-08,85.4000015258789
2021-01-11,84.91999816894531
2021-01-12,83.87000274658203
2021-01-13,84.4800033569336
2021-01-14,84.51000213623047
2021-01-15,85.23999786376953
2021-01-19,85.160003662109375
2021-01-20,84.73999786376953
2021-01-21,85.05999755859375
2021-01-22,84.91999816894531
2021-01-25,87.12000274658203
2021-01-26,88
2021-01-27,87.779998779296875
2021-01-28,86.910003662109375
2021-01-29,84.43000030517578
2021-02-01,83.98999786376953
2021-02-02,82.69000244140625
2021-02-03,83.01000213623047
2021-02-04,82.160003662109375
2021-02-05,82.87000274658203
2021-02-08,82.33000183105469
2021-02-09,82.94999694824219
2021-02-10,83.23999786376953
2021-02-11,82.720001220703125
2021-02-12,82.94000244140625
2021-02-16,81.66999816894531
2021-02-17,82.76000213623047
2021-02-18,83.55000305175781
2021-02-19,81.44999694824219
2021-02-22,80.5199966430664
2021-02-23,81.029998779296875
2021-02-24,79.55000305175781
2021-02-25,79.38999938964844
2021-02-26,78.75
2021-03-01,78.69000244140625
2021-03-02,79.220001220703125
2021-03-03,78.43000030517578
2021-03-04,77.91999816894531
2021-03-05,79.95999908447266
2021-03-08,80.83000183105469
2021-03-09,80.410003662109375
2021-03-10,81.1500015258789
2021-03-11,81.5
2021-03-12,82.9000015258789
2021-03-15,82.9000015258789
2021-03-16,83.4000015258789
2021-03-17,82.160003662109375
2021-03-18,82.26000213623047
2021-03-19,83.089996337890625
2021-03-22,84.51000213623047
2021-03-23,85.70999908447266
2021-03-24,84.56999969482422
2021-03-25,86
2021-03-26,87.3499984741211
2021-03-29,88.58000183105469
2021-03-30,87.91999816894531
2021-03-31,87.3499984741211
2021-04-01,86.529998779296875
2021-04-05,87.470001220703125
2021-04-06,88.20999908447266
2021-04-07,87.86000061035156
2021-04-08,87.30999755859375
2021-04-09,86.79000091552734
2021-04-12,87.410003662109375
2021-04-13,86.779998779296875
2021-04-14,86.88999938964844
2021-04-15,87.63999938964844
2021-04-16,87.94000244140625
2021-04-19,87.339996337890625
2021-04-20,89.16999816894531
2021-04-21,89.88999938964844
2021-04-22,89.62999725341797
2021-04-23,87.55999755859375
2021-04-26,86.06999969482422
2021-04-27,84.7699966430664
2021-04-28,84.4000015258789
2021-04-29,85.9800033569336
2021-04-30,85.73999786376953
2021-05-03,87.44999694824219
2021-05-04,89.41999816894531
2021-05-05,88.29000091552734
2021-05-06,88.4800033569336
2021-05-07,87.43000030517578
2021-05-10,89.38999938964844
2021-05-11,88.089996337890625
