Date,MPWR.Close
2020-01-02,180.00999450683594
2020-01-03,176.75
2020-01-06,174.94000244140625
2020-01-07,176.57000732421875
2020-01-08,176.33999633789063
2020-01-09,178.72000122070313
2020-01-10,176.8699951171875
2020-01-13,179.30999755859375
2020-01-14,178.92999267578125
2020-01-15,178.1199951171875
2020-01-16,180.33999633789063
2020-01-17,181.61000061035156
2020-01-21,182.17999267578125
2020-01-22,181.69000244140625
2020-01-23,183.02999877929688
2020-01-24,183.2899932861328
2020-01-27,176.0500030517578
2020-01-28,180.27999877929688
2020-01-29,177.5
2020-01-30,178.5
2020-01-31,171.1699981689453
2020-02-03,175.2100067138672
2020-02-04,182.6199951171875
2020-02-05,186.99000549316406
2020-02-06,181.86000061035156
2020-02-07,180.2100067138672
2020-02-10,184.19000244140625
2020-02-11,189.52000427246094
2020-02-12,190.72999572753906
2020-02-13,191.42999267578125
2020-02-14,191.19000244140625
2020-02-18,185.3300018310547
2020-02-19,187.4600067138672
2020-02-20,184.05999755859375
2020-02-21,176.6300048828125
2020-02-24,165.8699951171875
2020-02-25,164.5399932861328
2020-02-26,164.22000122070313
2020-02-27,157.22000122070313
2020-02-28,158.63999938964844
2020-03-02,164.1199951171875
2020-03-03,162.2100067138672
2020-03-04,171.5399932861328
2020-03-05,172.3300018310547
2020-03-06,166.05999755859375
2020-03-09,148.50999450683594
2020-03-10,163.6199951171875
2020-03-11,155.8000030517578
2020-03-12,145.99000549316406
2020-03-13,170.55999755859375
2020-03-16,135.97000122070313
2020-03-17,159.10000610351563
2020-03-18,141.6300048828125
2020-03-19,150.44000244140625
2020-03-20,135.22000122070313
2020-03-23,139.85000610351563
2020-03-24,162.49000549316406
2020-03-25,158.30999755859375
2020-03-26,174.77999877929688
2020-03-27,161.6999969482422
2020-03-30,165.19000244140625
2020-03-31,167.4600067138672
2020-04-01,159.4199981689453
2020-04-02,157.52000427246094
2020-04-03,153.4199981689453
2020-04-06,170
2020-04-07,166.85000610351563
2020-04-08,173.47999572753906
2020-04-09,167.92999267578125
2020-04-13,171.89999389648438
2020-04-14,183.8800048828125
2020-04-15,178.50999450683594
2020-04-16,183.8000030517578
2020-04-17,185.77000427246094
2020-04-20,184.22999572753906
2020-04-21,177.1300048828125
2020-04-22,184.77999877929688
2020-04-23,181.27000427246094
2020-04-24,186.0399932861328
2020-04-27,193.8699951171875
2020-04-28,191.30999755859375
2020-04-29,203.5500030517578
2020-04-30,199.91000366210938
2020-05-01,189
2020-05-04,189.77000427246094
2020-05-05,196.94000244140625
2020-05-06,200.75
2020-05-07,203.07000732421875
2020-05-08,211.27000427246094
2020-05-11,210.5
2020-05-12,209.5
2020-05-13,199.77999877929688
2020-05-14,200.9600067138672
2020-05-15,193.00999450683594
2020-05-18,204.82000732421875
2020-05-19,201.80999755859375
2020-05-20,209.50999450683594
2020-05-21,202.44000244140625
2020-05-22,202.17999267578125
2020-05-26,204.88999938964844
2020-05-27,209.75999450683594
2020-05-28,205.14999389648438
2020-05-29,209.75
2020-06-01,213.38999938964844
2020-06-02,219.47000122070313
2020-06-03,227.41000366210938
2020-06-04,229.0800018310547
2020-06-05,235.14999389648438
2020-06-08,229.63999938964844
2020-06-09,226.52000427246094
2020-06-10,229.85000610351563
2020-06-11,211
2020-06-12,214
2020-06-15,219.82000732421875
2020-06-16,223.39999389648438
2020-06-17,225.30999755859375
2020-06-18,223
2020-06-19,221.83999633789063
2020-06-22,226.66000366210938
2020-06-23,226.44000244140625
2020-06-24,219.92999267578125
2020-06-25,228.5800018310547
2020-06-26,226.25
2020-06-29,229.9499969482422
2020-06-30,237
2020-07-01,235.5500030517578
2020-07-02,237.1300048828125
2020-07-06,242.13999938964844
2020-07-07,244
2020-07-08,247.52999877929688
2020-07-09,249.47999572753906
2020-07-10,247.91000366210938
2020-07-13,242.4199981689453
2020-07-14,249.52000427246094
2020-07-15,246.72000122070313
2020-07-16,245.5399932861328
2020-07-17,249.4199981689453
2020-07-20,252.55999755859375
2020-07-21,248.7100067138672
2020-07-22,249.25999450683594
2020-07-23,245.1999969482422
2020-07-24,245.1300048828125
2020-07-27,253.88999938964844
2020-07-28,247.47999572753906
2020-07-29,263.8800048828125
2020-07-30,269.75
2020-07-31,265.010009765625
2020-08-03,268.44000244140625
2020-08-04,275.6199951171875
2020-08-05,278.0400085449219
2020-08-06,282.5
2020-08-07,278.7300109863281
2020-08-10,272.1400146484375
2020-08-11,270.17999267578125
2020-08-12,280
2020-08-13,279.1199951171875
2020-08-14,275.8599853515625
2020-08-17,281.3800048828125
2020-08-18,275.3999938964844
2020-08-19,274.489990234375
2020-08-20,270.80999755859375
2020-08-21,272.75
2020-08-24,268.1099853515625
2020-08-25,271.57000732421875
2020-08-26,269.54998779296875
2020-08-27,264.010009765625
2020-08-28,269.4599914550781
2020-08-31,267.1300048828125
2020-09-01,272.6199951171875
2020-09-02,282.8500061035156
2020-09-03,263.0899963378906
2020-09-04,255.80999755859375
2020-09-08,242.6300048828125
2020-09-09,246.55999755859375
2020-09-10,243.19000244140625
2020-09-11,237.02999877929688
2020-09-14,247.60000610351563
2020-09-15,258.6700134277344
2020-09-16,250.24000549316406
2020-09-17,252.11000061035156
2020-09-18,253.94000244140625
2020-09-21,255.97000122070313
2020-09-22,259.4800109863281
2020-09-23,252.05999755859375
2020-09-24,259.5899963378906
2020-09-25,265.17999267578125
2020-09-28,274.8800048828125
2020-09-29,276.6099853515625
2020-09-30,279.6099853515625
2020-10-01,280.3399963378906
2020-10-02,272.3699951171875
2020-10-05,282.5
2020-10-06,286.510009765625
2020-10-07,298.32000732421875
2020-10-08,303
2020-10-09,315.4599914550781
2020-10-12,316.20001220703125
2020-10-13,315.4800109863281
2020-10-14,314.3900146484375
2020-10-15,320.92999267578125
2020-10-16,315.2099914550781
2020-10-19,312.4100036621094
2020-10-20,315.9200134277344
2020-10-21,311.17999267578125
2020-10-22,314.8299865722656
2020-10-23,321.45001220703125
2020-10-26,316.95001220703125
2020-10-27,319.8800048828125
2020-10-28,303.760009765625
2020-10-29,318.6300048828125
2020-10-30,319.6000061035156
2020-11-02,315.260009765625
2020-11-03,314.3900146484375
2020-11-04,335.8599853515625
2020-11-05,356.6000061035156
2020-11-06,357.17999267578125
2020-11-09,316.8399963378906
2020-11-10,309.760009765625
2020-11-11,317.44000244140625
2020-11-12,310.75
2020-11-13,306.95001220703125
2020-11-16,306
2020-11-17,302.8500061035156
2020-11-18,300.1099853515625
2020-11-19,312.32000732421875
2020-11-20,315.7300109863281
2020-11-23,318.8999938964844
2020-11-24,304.69000244140625
2020-11-25,306.4200134277344
2020-11-27,328.1400146484375
2020-11-30,319.9599914550781
2020-12-01,319.79998779296875
2020-12-02,320.8299865722656
2020-12-03,324.1400146484375
2020-12-04,321.3800048828125
2020-12-07,322.44000244140625
2020-12-08,323.489990234375
2020-12-09,308.6099853515625
2020-12-10,307.2699890136719
2020-12-11,306.57000732421875
2020-12-14,319.4599914550781
2020-12-15,331.55999755859375
2020-12-16,332.0299987792969
2020-12-17,341.4700012207031
2020-12-18,348.2300109863281
2020-12-21,346.57000732421875
2020-12-22,354.05999755859375
2020-12-23,353.8900146484375
2020-12-24,357.07000732421875
2020-12-28,360.4599914550781
2020-12-29,352.19000244140625
2020-12-30,360.7300109863281
2020-12-31,366.2300109863281
2021-01-04,364.82000732421875
2021-01-05,370.55999755859375
2021-01-06,358.6000061035156
2021-01-07,381.25
2021-01-08,387.4100036621094
2021-01-11,392.4599914550781
2021-01-12,391.5199890136719
2021-01-13,388.2200012207031
2021-01-14,386.20001220703125
2021-01-15,379.2300109863281
2021-01-19,391.32000732421875
2021-01-20,396.4200134277344
2021-01-21,403.17999267578125
2021-01-22,396.9100036621094
2021-01-25,391.32000732421875
2021-01-26,383.25
2021-01-27,351.75
2021-01-28,367.9800109863281
2021-01-29,355.2900085449219
2021-02-01,367.92999267578125
2021-02-02,374.57000732421875
2021-02-03,366.0199890136719
2021-02-04,367.6000061035156
2021-02-05,359.510009765625
2021-02-08,368.6199951171875
2021-02-09,379.1600036621094
2021-02-10,373.739990234375
2021-02-11,384.6700134277344
2021-02-12,385.9200134277344
2021-02-16,387.9599914550781
2021-02-17,380.2799987792969
2021-02-18,375.8800048828125
2021-02-19,393.75
2021-02-22,372.6600036621094
2021-02-23,371.6600036621094
2021-02-24,387.8599853515625
2021-02-25,362.5899963378906
2021-02-26,374.5199890136719
2021-03-01,389.04998779296875
2021-03-02,370.5799865722656
2021-03-03,354.80999755859375
2021-03-04,327.9700012207031
2021-03-05,332.9100036621094
2021-03-08,302.04998779296875
2021-03-09,323.8599853515625
2021-03-10,323.4100036621094
2021-03-11,337.6000061035156
2021-03-12,331
2021-03-15,341.6400146484375
2021-03-16,342.6499938964844
2021-03-17,352.20001220703125
2021-03-18,335.760009765625
2021-03-19,343.17999267578125
2021-03-22,348.239990234375
2021-03-23,336.70001220703125
2021-03-24,330.989990234375
2021-03-25,331.5799865722656
2021-03-26,350.9700012207031
2021-03-29,340.5400085449219
2021-03-30,342.5899963378906
2021-03-31,353.2099914550781
2021-04-01,367.5199890136719
2021-04-05,378.0799865722656
2021-04-06,374.5400085449219
2021-04-07,373.1199951171875
2021-04-08,378.3699951171875
2021-04-09,376.8699951171875
2021-04-12,373.9200134277344
2021-04-13,376.5199890136719
2021-04-14,369.9200134277344
2021-04-15,381.57000732421875
2021-04-16,378.6199951171875
2021-04-19,369.6000061035156
2021-04-20,364.2799987792969
2021-04-21,377.57000732421875
2021-04-22,372.17999267578125
2021-04-23,380.7900085449219
2021-04-26,389.5299987792969
2021-04-27,385
2021-04-28,377.5199890136719
2021-04-29,371.1099853515625
2021-04-30,361.3800048828125
2021-05-03,350.2799987792969
2021-05-04,334.1199951171875
2021-05-05,337.82000732421875
2021-05-06,333.3800048828125
2021-05-07,342.7900085449219
2021-05-10,321.8599853515625
2021-05-11,320.4100036621094
2021-05-12,306.1000061035156
2021-05-13,306.3299865722656
2021-05-14,316.5199890136719
2021-05-17,312.29998779296875
2021-05-18,309.3999938964844
2021-05-19,319.79998779296875
2021-05-20,331.9700012207031
2021-05-21,324.44000244140625
2021-05-24,329.8999938964844
2021-05-25,331.3500061035156
2021-05-26,339.0299987792969
2021-05-27,342.57000732421875
2021-05-28,343.1199951171875
2021-06-01,342.44000244140625
2021-06-02,343.6300048828125
2021-06-03,335.94000244140625
2021-06-04,347.0299987792969
2021-06-07,342.6400146484375
2021-06-08,338.6600036621094
2021-06-09,340.510009765625
2021-06-10,343.3999938964844
2021-06-11,347.1600036621094
2021-06-14,351.7900085449219
2021-06-15,345.4100036621094
2021-06-16,343.67999267578125
2021-06-17,356.0799865722656
2021-06-18,353.9599914550781
2021-06-21,354.1099853515625
2021-06-22,353.7200012207031
2021-06-23,350.0799865722656
2021-06-24,359.3500061035156
2021-06-25,365.67999267578125
2021-06-28,374.4800109863281
2021-06-29,377.3999938964844
2021-06-30,373.45001220703125
2021-07-01,370.17999267578125
2021-07-02,376.30999755859375
2021-07-06,383.4599914550781
2021-07-07,376.9200134277344
2021-07-08,373
2021-07-09,382.6000061035156
2021-07-12,386.95001220703125
2021-07-13,387.45001220703125
2021-07-14,382.8699951171875
2021-07-15,379.510009765625
2021-07-16,379.4599914550781
2021-07-19,380.739990234375
2021-07-20,392.3599853515625
2021-07-21,405.29998779296875
2021-07-22,405
2021-07-23,414.260009765625
2021-07-26,412.94000244140625
2021-07-27,407.260009765625
2021-07-28,431
2021-07-29,440.05999755859375
2021-07-30,449.260009765625
2021-08-02,454.4599914550781
2021-08-03,456.5400085449219
2021-08-04,466.42999267578125
2021-08-05,463.4800109863281
2021-08-06,461.7900085449219
2021-08-09,459.7699890136719
2021-08-10,458.3800048828125
2021-08-11,459.2300109863281
2021-08-12,462.3399963378906
2021-08-13,464.8500061035156
2021-08-16,458.5299987792969
2021-08-17,452.6700134277344
2021-08-18,457.9100036621094
2021-08-19,467.2200012207031
2021-08-20,476.1700134277344
2021-08-23,485.17999267578125
2021-08-24,485.3299865722656
2021-08-25,483.2699890136719
2021-08-26,487.2200012207031
2021-08-27,494.9599914550781
2021-08-30,502.94000244140625
2021-08-31,494.92999267578125
2021-09-01,496.0899963378906
2021-09-02,498.0199890136719
2021-09-03,502.1300048828125
2021-09-07,497.3599853515625
2021-09-08,492.05999755859375
2021-09-09,488.3299865722656
2021-09-10,494.0199890136719
2021-09-13,489.3800048828125
2021-09-14,495.4599914550781
2021-09-15,495.989990234375
2021-09-16,498.8299865722656
2021-09-17,497.5199890136719
2021-09-20,488.6199951171875
2021-09-21,492.6700134277344
2021-09-22,507.92999267578125
2021-09-23,517.75
2021-09-24,517.91998291015625
2021-09-27,509.1400146484375
2021-09-28,490.19000244140625
2021-09-29,484.6099853515625
2021-09-30,484.67999267578125
2021-10-01,483.0799865722656
2021-10-04,464.010009765625
2021-10-05,469.510009765625
2021-10-06,466.82000732421875
2021-10-07,472.20001220703125
2021-10-08,468.7200012207031
2021-10-11,460.8299865722656
2021-10-12,461.69000244140625
2021-10-13,465.9700012207031
