Date,COST.Close
2020-06-11,300.8299865722656
2020-06-12,298.70001220703125
2020-06-15,297.17999267578125
2020-06-16,301.3599853515625
2020-06-17,299.6099853515625
2020-06-18,299.57000732421875
2020-06-19,299.8999938964844
2020-06-22,300.45001220703125
2020-06-23,301.2900085449219
2020-06-24,298.0199890136719
2020-06-25,300.5299987792969
2020-06-26,296.55999755859375
2020-06-29,301.5899963378906
2020-06-30,303.2099914550781
2020-07-01,304.75
2020-07-02,305.739990234375
2020-07-06,311.489990234375
2020-07-07,316.2300109863281
2020-07-08,316.32000732421875
2020-07-09,325.5400085449219
2020-07-10,326.2300109863281
2020-07-13,322.9200134277344
2020-07-14,328
2020-07-15,326.70001220703125
2020-07-16,326.2699890136719
2020-07-17,324.7900085449219
2020-07-20,326.510009765625
2020-07-21,327.739990234375
2020-07-22,328.29998779296875
2020-07-23,326.1099853515625
2020-07-24,325.7799987792969
2020-07-27,327.6000061035156
2020-07-28,327.57000732421875
2020-07-29,326.1400146484375
2020-07-30,324.82000732421875
2020-07-31,325.5299987792969
2020-08-03,329.32000732421875
2020-08-04,339.7900085449219
2020-08-05,339.9700012207031
2020-08-06,343.30999755859375
2020-08-07,340.9100036621094
2020-08-10,340
2020-08-11,332.42999267578125
2020-08-12,336.760009765625
2020-08-13,335.70001220703125
2020-08-14,336.2799987792969
2020-08-17,339.9599914550781
2020-08-18,340.75
2020-08-19,340.8999938964844
2020-08-20,340.8699951171875
2020-08-21,344.6099853515625
2020-08-24,344.1300048828125
2020-08-25,344.7099914550781
2020-08-26,344.2699890136719
2020-08-27,346.3599853515625
2020-08-28,348.3699951171875
2020-08-31,347.6600036621094
2020-09-01,351.3800048828125
2020-09-02,358.8599853515625
2020-09-03,348.29998779296875
2020-09-04,346.57000732421875
2020-09-08,338.8599853515625
2020-09-09,346.42999267578125
2020-09-10,339.5299987792969
2020-09-11,339.1300048828125
2020-09-14,342.9200134277344
2020-09-15,343.9100036621094
2020-09-16,343.7300109863281
2020-09-17,338.8800048828125
2020-09-18,335.9599914550781
2020-09-21,339.57000732421875
2020-09-22,344.45001220703125
2020-09-23,344.6300048828125
2020-09-24,347
2020-09-25,342.5799865722656
2020-09-28,349.6199951171875
2020-09-29,352.1400146484375
2020-09-30,355
2020-10-01,358.4599914550781
2020-10-02,355.010009765625
2020-10-05,358.5799865722656
2020-10-06,358.3500061035156
2020-10-07,363.0199890136719
2020-10-08,365.0899963378906
2020-10-09,369.4599914550781
2020-10-12,376.4800109863281
2020-10-13,380.67999267578125
2020-10-14,378.3399963378906
2020-10-15,376.5799865722656
2020-10-16,381.5400085449219
2020-10-19,375.55999755859375
2020-10-20,378.30999755859375
2020-10-21,377.82000732421875
2020-10-22,375.75
2020-10-23,374.6000061035156
2020-10-26,370.7099914550781
2020-10-27,372.7200012207031
2020-10-28,364.9599914550781
2020-10-29,364.8599853515625
2020-10-30,357.6199951171875
2020-11-02,364.3900146484375
2020-11-03,371.9599914550781
2020-11-04,376.1700134277344
2020-11-05,385.2300109863281
2020-11-06,385.6600036621094
2020-11-09,365
2020-11-10,366.6199951171875
2020-11-11,372.9200134277344
2020-11-12,375.7099914550781
2020-11-13,378.8399963378906
2020-11-16,379.7900085449219
2020-11-17,381.9200134277344
2020-11-18,382.2300109863281
2020-11-19,383.5400085449219
2020-11-20,381.1199951171875
2020-11-23,381.7099914550781
2020-11-24,384.2200012207031
2020-11-25,387.75
2020-11-27,388.3900146484375
2020-11-30,391.7699890136719
2020-12-01,387.55999755859375
2020-12-02,383.5
2020-12-03,374.04998779296875
2020-12-04,373.42999267578125
2020-12-07,373.3299865722656
2020-12-08,377.6000061035156
2020-12-09,374.2900085449219
2020-12-10,372.7900085449219
2020-12-11,375.1000061035156
2020-12-14,374.3800048828125
2020-12-15,371.8800048828125
2020-12-16,369.44000244140625
2020-12-17,370.2900085449219
2020-12-18,367
2020-12-21,364.9700012207031
2020-12-22,362.0299987792969
2020-12-23,361.8900146484375
2020-12-24,364.5799865722656
2020-12-28,371.05999755859375
2020-12-29,372.7200012207031
2020-12-30,374.45001220703125
2020-12-31,376.7799987792969
2021-01-04,380.1499938964844
2021-01-05,375.739990234375
2021-01-06,370.0199890136719
2021-01-07,367.9200134277344
2021-01-08,369.94000244140625
2021-01-11,364.010009765625
2021-01-12,364.20001220703125
2021-01-13,366.95001220703125
2021-01-14,362.3500061035156
2021-01-15,362.1600036621094
2021-01-19,354.4700012207031
2021-01-20,361.29998779296875
2021-01-21,362.79998779296875
2021-01-22,362.29998779296875
2021-01-25,361.8800048828125
2021-01-26,364.9800109863281
2021-01-27,356.3900146484375
2021-01-28,357.05999755859375
2021-01-29,352.42999267578125
2021-02-01,350.5199890136719
2021-02-02,355.5799865722656
2021-02-03,355.2099914550781
2021-02-04,355.8500061035156
2021-02-05,355.1700134277344
2021-02-08,359.8299865722656
2021-02-09,359.55999755859375
2021-02-10,356.1199951171875
2021-02-11,352.20001220703125
2021-02-12,352.75
2021-02-16,354
2021-02-17,358.0400085449219
2021-02-18,356.9200134277344
2021-02-19,354.7699890136719
2021-02-22,350.2099914550781
2021-02-23,342.1499938964844
2021-02-24,340.70001220703125
2021-02-25,333.8999938964844
2021-02-26,331
2021-03-01,331.7699890136719
2021-03-02,328.4599914550781
2021-03-03,323.9200134277344
2021-03-04,319.0400085449219
2021-03-05,317.32000732421875
2021-03-08,311.4200134277344
2021-03-09,318.7799987792969
2021-03-10,323.8299865722656
2021-03-11,328.6499938964844
2021-03-12,331.1400146484375
2021-03-15,330.510009765625
2021-03-16,327.25
2021-03-17,329.19000244140625
2021-03-18,322.9800109863281
2021-03-19,328.9100036621094
2021-03-22,334.489990234375
2021-03-23,340.3399963378906
2021-03-24,338.0400085449219
2021-03-25,346.3399963378906
2021-03-26,352.0199890136719
2021-03-29,356.1499938964844
2021-03-30,349.75
2021-03-31,352.4800109863281
2021-04-01,354.94000244140625
2021-04-05,360.82000732421875
2021-04-06,360.1199951171875
2021-04-07,358.80999755859375
2021-04-08,361.2200012207031
2021-04-09,363.2099914550781
2021-04-12,364.80999755859375
2021-04-13,365.2099914550781
2021-04-14,363.1700134277344
2021-04-15,368.79998779296875
2021-04-16,370.7200012207031
2021-04-19,369.54998779296875
2021-04-20,371.7300109863281
2021-04-21,374.0899963378906
2021-04-22,371.260009765625
2021-04-23,373.2799987792969
2021-04-26,368.5199890136719
2021-04-27,370.2099914550781
2021-04-28,369.5899963378906
2021-04-29,373.5400085449219
2021-04-30,372.0899963378906
2021-05-03,379.32000732421875
2021-05-04,375.2900085449219
2021-05-05,372.5
2021-05-06,382.760009765625
2021-05-07,384.32000732421875
2021-05-10,381.4800109863281
2021-05-11,378.17999267578125
2021-05-12,372.20001220703125
2021-05-13,379.5299987792969
2021-05-14,384.4200134277344
2021-05-17,383.9599914550781
2021-05-18,382.80999755859375
2021-05-19,379.6600036621094
2021-05-20,383.5799865722656
2021-05-21,380.7200012207031
2021-05-24,383.45001220703125
2021-05-25,385.3800048828125
2021-05-26,385.6199951171875
2021-05-27,387.5
2021-05-28,378.2699890136719
2021-06-01,378.2300109863281
2021-06-02,380.5899963378906
2021-06-03,383.8699951171875
2021-06-04,387.5199890136719
2021-06-07,380.3999938964844
2021-06-08,379.70001220703125
2021-06-09,379.9599914550781
2021-06-10,383.010009765625
2021-06-11,381.8299865722656
2021-06-14,383.760009765625
2021-06-15,383.9100036621094
2021-06-16,379.4100036621094
2021-06-17,384.75
2021-06-18,380.8800048828125
2021-06-21,386.79998779296875
2021-06-22,392.17999267578125
2021-06-23,391.9700012207031
2021-06-24,392.07000732421875
2021-06-25,394.510009765625
2021-06-28,396.5400085449219
2021-06-29,398.7900085449219
2021-06-30,395.6700134277344
2021-07-01,394.5299987792969
2021-07-02,398.94000244140625
2021-07-06,398.8599853515625
2021-07-07,404.67999267578125
2021-07-08,407.1499938964844
2021-07-09,412.3699951171875
2021-07-12,407.8800048828125
2021-07-13,407.05999755859375
2021-07-14,409.95001220703125
2021-07-15,411.82000732421875
2021-07-16,410.3699951171875
2021-07-19,414.1499938964844
2021-07-20,416.239990234375
2021-07-21,415.010009765625
2021-07-22,417.5400085449219
2021-07-23,423.42999267578125
2021-07-26,423.2300109863281
2021-07-27,424.3399963378906
2021-07-28,422.2200012207031
2021-07-29,425.2799987792969
2021-07-30,429.7200012207031
2021-08-02,428.9200134277344
2021-08-03,435.07000732421875
2021-08-04,435.0400085449219
2021-08-05,443.19000244140625
2021-08-06,439.6300048828125
2021-08-09,440.4700012207031
2021-08-10,443.0299987792969
2021-08-11,444.29998779296875
2021-08-12,445.3599853515625
2021-08-13,447.82000732421875
2021-08-16,452.8599853515625
2021-08-17,452.3399963378906
2021-08-18,446.2099914550781
2021-08-19,454.260009765625
2021-08-20,458.989990234375
2021-08-23,454.92999267578125
2021-08-24,451.7900085449219
2021-08-25,451.2300109863281
2021-08-26,449.30999755859375
2021-08-27,450.3399963378906
2021-08-30,455.92999267578125
2021-08-31,455.489990234375
2021-09-01,456.5199890136719
2021-09-02,460.9700012207031
2021-09-03,462.54998779296875
2021-09-07,459.6000061035156
2021-09-08,465.70001220703125
2021-09-09,465.94000244140625
2021-09-10,465.1600036621094
2021-09-13,459.6600036621094
2021-09-14,458.4100036621094
2021-09-15,460.7300109863281
2021-09-16,463.30999755859375
2021-09-17,459.510009765625
2021-09-20,451.1400146484375
2021-09-21,452.1099853515625
2021-09-22,452.3299865722656
2021-09-23,452.7799987792969
2021-09-24,467.75
2021-09-27,460.55999755859375
2021-09-28,447.3500061035156
2021-09-29,451.7900085449219
2021-09-30,449.3500061035156
2021-10-01,448.3299865722656
2021-10-04,440.1400146484375
2021-10-05,446.239990234375
2021-10-06,449.3399963378906
2021-10-07,452.8699951171875
2021-10-08,451.8500061035156
2021-10-11,449.70001220703125
2021-10-12,446.8699951171875
2021-10-13,445.29998779296875
2021-10-14,450.6600036621094
2021-10-15,452.3900146484375
2021-10-18,461.95001220703125
2021-10-19,467.0799865722656
2021-10-20,469.7699890136719
2021-10-21,477.2300109863281
2021-10-22,481.989990234375
2021-10-25,490.1000061035156
2021-10-26,485.5299987792969
2021-10-27,489.1099853515625
2021-10-28,490.5299987792969
2021-10-29,491.5400085449219
2021-11-01,491.8699951171875
2021-11-02,496.989990234375
2021-11-03,502.3299865722656
2021-11-04,515.6199951171875
2021-11-05,513.1199951171875
2021-11-08,503.80999755859375
2021-11-09,508.7099914550781
2021-11-10,505.510009765625
2021-11-11,512.17999267578125
2021-11-12,517.16998291015625
2021-11-15,519.8900146484375
2021-11-16,526.719970703125
2021-11-17,526.28997802734375
2021-11-18,529.3699951171875
2021-11-19,533.78997802734375
2021-11-22,539.6500244140625
2021-11-23,545.260009765625
2021-11-24,549.72998046875
2021-11-26,546.1300048828125
2021-11-29,554.8800048828125
2021-11-30,539.3800048828125
2021-12-01,529.84002685546875
2021-12-02,525.510009765625
2021-12-03,528.92999267578125
2021-12-06,533.20001220703125
2021-12-07,542.02001953125
2021-12-08,530.1099853515625
2021-12-09,524.33001708984375
2021-12-10,558.82000732421875
2021-12-13,557.219970703125
2021-12-14,545.34002685546875
2021-12-15,565.47998046875
2021-12-16,552.6300048828125
2021-12-17,547.6099853515625
2021-12-20,548.55999755859375
2021-12-21,545.42999267578125
2021-12-22,549.66998291015625
2021-12-23,550.3699951171875
2021-12-27,563.469970703125
2021-12-28,564.6400146484375
2021-12-29,567.77001953125
2021-12-30,563.90997314453125
2021-12-31,567.70001220703125
2022-01-03,566.71002197265625
2022-01-04,564.22998046875
2022-01-05,549.91998291015625
2022-01-06,549.79998779296875
2022-01-07,536.17999267578125
2022-01-10,518.79998779296875
2022-01-11,522.030029296875
2022-01-12,525.79998779296875
2022-01-13,516.8800048828125
2022-01-14,502.989990234375
2022-01-18,488.07000732421875
2022-01-19,490.1600036621094
2022-01-20,482.82000732421875
2022-01-21,481.6099853515625
2022-01-24,488.8999938964844
2022-01-25,477.32000732421875
2022-01-26,483.4700012207031
2022-01-27,482.5199890136719
2022-01-28,492.42999267578125
2022-01-31,505.1300048828125
2022-02-01,508.4100036621094
2022-02-02,522.02001953125
2022-02-03,521.77001953125
2022-02-04,519.77001953125
2022-02-07,515.8900146484375
2022-02-08,521.1500244140625
2022-02-09,528.83001708984375
2022-02-10,518.47998046875
2022-02-11,509.6700134277344
2022-02-14,506.55999755859375
2022-02-15,513.91998291015625
2022-02-16,512.4000244140625
2022-02-17,515.010009765625
2022-02-18,512.66998291015625
2022-02-22,502.17999267578125
2022-02-23,495.260009765625
2022-02-24,505.5799865722656
2022-02-25,517.489990234375
2022-02-28,519.25
2022-03-01,522.92999267578125
2022-03-02,528
2022-03-03,533.04998779296875
2022-03-04,525.5
2022-03-07,528.52001953125
2022-03-08,523.3599853515625
2022-03-09,527.6500244140625
2022-03-10,532.719970703125
2022-03-11,527.41998291015625
2022-03-14,525.95001220703125
2022-03-15,542.32000732421875
2022-03-16,543.3900146484375
2022-03-17,552.78997802734375
2022-03-18,561.3499755859375
2022-03-21,555.530029296875
2022-03-22,559.41998291015625
2022-03-23,554.02001953125
2022-03-24,558.1099853515625
2022-03-25,555.71002197265625
2022-03-28,565.21002197265625
2022-03-29,569.97998046875
2022-03-30,576.469970703125
2022-03-31,575.8499755859375
2022-04-01,575.57000732421875
2022-04-04,575.1300048828125
2022-04-05,575.32000732421875
2022-04-06,584.78997802734375
2022-04-07,608.04998779296875
2022-04-08,600.03997802734375
2022-04-11,584.66998291015625
2022-04-12,581.3599853515625
2022-04-13,591.09002685546875
2022-04-14,590.3900146484375
2022-04-18,582.1199951171875
2022-04-19,594.29998779296875
2022-04-20,603.530029296875
2022-04-21,591.739990234375
2022-04-22,571.70001220703125
2022-04-25,568.21002197265625
2022-04-26,553.760009765625
2022-04-27,554.08001708984375
2022-04-28,562
2022-04-29,531.719970703125
2022-05-02,528.95001220703125
2022-05-03,528.08001708984375
2022-05-04,544.42999267578125
2022-05-05,517.32000732421875
2022-05-06,503.3599853515625
2022-05-09,498.8299865722656
2022-05-10,501.4599914550781
2022-05-11,489.0799865722656
2022-05-12,486.17999267578125
2022-05-13,497.2699890136719
2022-05-16,494.5299987792969
2022-05-17,490.4700012207031
2022-05-18,429.3999938964844
2022-05-19,422.92999267578125
2022-05-20,416.42999267578125
2022-05-23,429.4800109863281
2022-05-24,437.7099914550781
2022-05-25,440.1099853515625
2022-05-26,464.989990234375
2022-05-27,470.760009765625
2022-05-31,466.2200012207031
2022-06-01,456.989990234375
2022-06-02,487.6099853515625
2022-06-03,476.25
2022-06-06,472.4700012207031
2022-06-07,471.7799987792969
2022-06-08,467.989990234375
2022-06-09,472.04998779296875
2022-06-10,463.30999755859375
2022-06-13,452.25
2022-06-14,454.79998779296875
2022-06-15,458.7900085449219
2022-06-16,451.760009765625
2022-06-17,446.69000244140625
2022-06-21,463.1099853515625
2022-06-22,459.9599914550781
2022-06-23,475
2022-06-24,484.3699951171875
2022-06-27,481.75
2022-06-28,468.6099853515625
2022-06-29,469.8399963378906
2022-06-30,479.2799987792969
2022-07-01,485.760009765625
2022-07-05,488.260009765625
2022-07-06,492.6499938964844
2022-07-07,494.95001220703125
2022-07-08,501.5400085449219
2022-07-11,498.8999938964844
2022-07-12,490.57000732421875
2022-07-13,492.2200012207031
2022-07-14,511.94000244140625
2022-07-15,522.95001220703125
2022-07-18,516.29998779296875
2022-07-19,520.22998046875
2022-07-20,524.20001220703125
2022-07-21,529.46002197265625
2022-07-22,529.719970703125
2022-07-25,529.1400146484375
2022-07-26,511.92999267578125
2022-07-27,522.30999755859375
2022-07-28,536.17999267578125
2022-07-29,541.29998779296875
2022-08-01,546.80999755859375
2022-08-02,543.46002197265625
2022-08-03,547.010009765625
2022-08-04,543.280029296875
2022-08-05,540.66998291015625
2022-08-08,541.9000244140625
2022-08-09,535.82000732421875
2022-08-10,539.82000732421875
2022-08-11,532.20001220703125
2022-08-12,537.21002197265625
2022-08-15,545.75
2022-08-16,553.02001953125
2022-08-17,556.32000732421875
2022-08-18,560.96002197265625
2022-08-19,554.530029296875
2022-08-22,545.469970703125
2022-08-23,542.07000732421875
2022-08-24,543.219970703125
2022-08-25,550.77001953125
2022-08-26,531.82000732421875
2022-08-29,531.05999755859375
2022-08-30,524.1400146484375
2022-08-31,522.0999755859375
2022-09-01,529.16998291015625
2022-09-02,519.1099853515625
2022-09-06,518.9000244140625
2022-09-07,529.6400146484375
2022-09-08,529.1199951171875
2022-09-09,536.58001708984375
2022-09-12,539.52001953125
2022-09-13,510.29998779296875
2022-09-14,508
2022-09-15,503.5
2022-09-16,504.1400146484375
2022-09-19,506.57000732421875
2022-09-20,499.5199890136719
2022-09-21,493.07000732421875
2022-09-22,487.1700134277344
2022-09-23,466.3999938964844
2022-09-26,480.29998779296875
2022-09-27,478.29998779296875
2022-09-28,488.2900085449219
2022-09-29,478.9800109863281
2022-09-30,472.2699890136719
2022-10-03,477.7300109863281
2022-10-04,486.1300048828125
2022-10-05,480.32000732421875
2022-10-06,482.489990234375
2022-10-07,468.1499938964844
2022-10-10,466.30999755859375
2022-10-11,472.0199890136719
2022-10-12,466.3800048828125
2022-10-13,467.989990234375
2022-10-14,454.6499938964844
2022-10-17,464.1700134277344
2022-10-18,473.2699890136719
2022-10-19,471.42999267578125
2022-10-20,464.6199951171875
2022-10-21,478.17999267578125
2022-10-24,496.9700012207031
2022-10-25,499.05999755859375
2022-10-26,499.45001220703125
2022-10-27,496.5400085449219
2022-10-28,510.8699951171875
2022-10-31,501.5
2022-11-01,499.9599914550781
2022-11-02,483.510009765625
2022-11-03,486.2900085449219
2022-11-04,486.4100036621094
2022-11-07,488.54998779296875
2022-11-08,492.760009765625
2022-11-09,489.9700012207031
2022-11-10,513.1300048828125
2022-11-11,515.469970703125
2022-11-14,509.67999267578125
2022-11-15,526.469970703125
2022-11-16,524.1099853515625
2022-11-17,521.32000732421875
2022-11-18,523.66998291015625
2022-11-21,523.3699951171875
2022-11-22,531.95001220703125
2022-11-23,534.489990234375
2022-11-25,533.65997314453125
2022-11-28,530.91998291015625
2022-11-29,528.96002197265625
2022-11-30,539.25
2022-12-01,503.8599853515625
2022-12-02,494.5299987792969
2022-12-05,488.6600036621094
2022-12-06,481.1600036621094
2022-12-07,481.9700012207031
2022-12-08,481.4200134277344
2022-12-09,483.0199890136719
2022-12-12,487.67999267578125
2022-12-13,488.20001220703125
2022-12-14,483.5199890136719
2022-12-15,463.9100036621094
2022-12-16,461.45001220703125
2022-12-19,458.6300048828125
2022-12-20,457.82000732421875
2022-12-21,462.05999755859375
2022-12-22,458.7099914550781
2022-12-23,462.6499938964844
2022-12-27,458.5
2022-12-28,452.989990234375
2022-12-29,456.5299987792969
2022-12-30,456.5
2023-01-03,453.2799987792969
2023-01-04,456.55999755859375
2023-01-05,450.19000244140625
2023-01-06,482.8699951171875
2023-01-09,478.75
2023-01-10,481.3999938964844
2023-01-11,484.30999755859375
2023-01-12,482.42999267578125
2023-01-13,485.25
2023-01-17,486.7699890136719
2023-01-18,479.4700012207031
2023-01-19,469.489990234375
2023-01-20,480.1099853515625
2023-01-23,492.6099853515625
2023-01-24,492.1099853515625
2023-01-25,490.8800048828125
2023-01-26,498.29998779296875
2023-01-27,503.2900085449219
2023-01-30,503.2799987792969
2023-01-31,511.1400146484375
2023-02-01,517.90997314453125
2023-02-02,523.42999267578125
2023-02-03,514.79998779296875
2023-02-06,515.59002685546875
2023-02-07,516.530029296875
2023-02-08,503.80999755859375
2023-02-09,500.6300048828125
2023-02-10,499.989990234375
2023-02-13,506.45001220703125
2023-02-14,503.2200012207031
2023-02-15,511.2799987792969
2023-02-16,504.1000061035156
2023-02-17,507.4800109863281
2023-02-21,501.739990234375
2023-02-22,497.3900146484375
2023-02-23,493.1400146484375
2023-02-24,488.6099853515625
2023-02-27,487.0299987792969
2023-02-28,484.17999267578125
2023-03-01,478.6700134277344
2023-03-02,485.69000244140625
2023-03-03,475.260009765625
2023-03-06,483.0799865722656
2023-03-07,485.1499938964844
2023-03-08,486.0400085449219
2023-03-09,479.5199890136719
2023-03-10,471.1400146484375
2023-03-13,472
2023-03-14,481.9200134277344
2023-03-15,485.6600036621094
2023-03-16,487.260009765625
2023-03-17,487.04998779296875
2023-03-20,489.2900085449219
2023-03-21,490.8500061035156
2023-03-22,487.5199890136719
2023-03-23,487.760009765625
2023-03-24,495.2699890136719
2023-03-27,493.2200012207031
2023-03-28,486.7699890136719
2023-03-29,490.8699951171875
2023-03-30,491.4800109863281
2023-03-31,496.8699951171875
2023-04-03,497.0299987792969
2023-04-04,497.7300109863281
2023-04-05,497.1300048828125
2023-04-06,485.9800109863281
2023-04-10,493.8299865722656
2023-04-11,498.6499938964844
2023-04-12,489.3500061035156
2023-04-13,497.8900146484375
2023-04-14,491.29998779296875
2023-04-17,493.94000244140625
2023-04-18,496.8999938964844
2023-04-19,496.0299987792969
2023-04-20,505.5799865722656
2023-04-21,506.3500061035156
2023-04-24,511.4200134277344
2023-04-25,503.1700134277344
2023-04-26,494.6600036621094
2023-04-27,501.2699890136719
2023-04-28,503.2200012207031
2023-05-01,493.5899963378906
2023-05-02,494.80999755859375
2023-05-03,490.05999755859375
2023-05-04,490.3399963378906
2023-05-05,499.05999755859375
2023-05-08,499.05999755859375
2023-05-09,500.7900085449219
2023-05-10,499.6600036621094
2023-05-11,501.8900146484375
2023-05-12,504.07000732421875
2023-05-15,502.0400085449219
2023-05-16,496.1499938964844
2023-05-17,495
2023-05-18,498.1000061035156
2023-05-19,496.5199890136719
2023-05-22,491.8699951171875
2023-05-23,484.8699951171875
2023-05-24,482.760009765625
2023-05-25,486.54998779296875
2023-05-26,507.260009765625
2023-05-30,508.0299987792969
2023-05-31,511.55999755859375
2023-06-01,512.5999755859375
2023-06-02,512.59002685546875
2023-06-05,518.25
2023-06-06,516.260009765625
2023-06-07,511.2300109863281
2023-06-08,520.09002685546875
2023-06-09,517.280029296875
2023-06-12,520.969970703125
2023-06-13,522.02001953125
2023-06-14,527.20001220703125
2023-06-15,529.17999267578125
2023-06-16,523.6500244140625
2023-06-20,519.70001220703125
2023-06-21,519.6199951171875
2023-06-22,524.20001220703125
2023-06-23,524.44000244140625
2023-06-26,523.41998291015625
2023-06-27,530.33001708984375
2023-06-28,532.79998779296875
2023-06-29,531.69000244140625
2023-06-30,538.3800048828125
2023-07-03,541.03997802734375
2023-07-05,541.1300048828125
2023-07-06,537.3699951171875
2023-07-07,525.04998779296875
2023-07-10,527.010009765625
2023-07-11,529.6400146484375
2023-07-12,538
2023-07-13,538.45001220703125
2023-07-14,546.70001220703125
2023-07-17,552.96002197265625
2023-07-18,553.59002685546875
2023-07-19,554.1099853515625
2023-07-20,556.96002197265625
2023-07-21,557.8599853515625
2023-07-24,563.92999267578125
2023-07-25,565.19000244140625
2023-07-26,566.16998291015625
2023-07-27,561.83001708984375
2023-07-28,563.32000732421875
2023-07-31,560.66998291015625
2023-08-01,555.469970703125
2023-08-02,552.3499755859375
2023-08-03,557.69000244140625
2023-08-04,552.03997802734375
2023-08-07,558.40997314453125
2023-08-08,556.1199951171875
2023-08-09,559.70001220703125
2023-08-10,561.489990234375
2023-08-11,562.96002197265625
2023-08-14,561.469970703125
2023-08-15,558.510009765625
2023-08-16,559.04998779296875
2023-08-17,547.1099853515625
2023-08-18,544.94000244140625
2023-08-21,543.21002197265625
2023-08-22,538.3699951171875
2023-08-23,540.8599853515625
2023-08-24,531.71002197265625
2023-08-25,534.010009765625
2023-08-28,536.19000244140625
2023-08-29,542.77001953125
2023-08-30,542.260009765625
2023-08-31,549.280029296875
2023-09-01,544.25
2023-09-05,544.72998046875
2023-09-06,546.69000244140625
2023-09-07,548.6199951171875
2023-09-08,551.19000244140625
2023-09-11,558.780029296875
2023-09-12,558.78997802734375
2023-09-13,559.760009765625
2023-09-14,564.77001953125
2023-09-15,556.3599853515625
2023-09-18,562.719970703125
2023-09-19,564.3499755859375
2023-09-20,563.83001708984375
2023-09-21,555.08001708984375
2023-09-22,558.59002685546875
2023-09-25,558.6199951171875
2023-09-26,552.96002197265625
2023-09-27,563.530029296875
2023-09-28,568.6300048828125
2023-09-29,564.96002197265625
2023-10-02,571.30999755859375
2023-10-03,565.03997802734375
2023-10-04,571.79998779296875
2023-10-05,569.52001953125
2023-10-06,557.530029296875
2023-10-09,558.969970703125
2023-10-10,562.09002685546875
2023-10-11,565.52001953125
2023-10-12,563.780029296875
2023-10-13,566.84002685546875
2023-10-16,572.239990234375
2023-10-17,574.34002685546875
