Date,TDG.Close
2020-01-02,567.44000244140625
2020-01-03,577.84002685546875
2020-01-06,584.79998779296875
2020-01-07,587
2020-01-08,585.6300048828125
2020-01-09,595.40997314453125
2020-01-10,595.469970703125
2020-01-13,604.57000732421875
2020-01-14,609
2020-01-15,619.65997314453125
2020-01-16,633.33001708984375
2020-01-17,636.65997314453125
2020-01-21,643.79998779296875
2020-01-22,644.02001953125
2020-01-23,657.92999267578125
2020-01-24,656.72998046875
2020-01-27,650.510009765625
2020-01-28,657.8599853515625
2020-01-29,654.17999267578125
2020-01-30,653.8800048828125
2020-01-31,643.280029296875
2020-02-03,652.280029296875
2020-02-04,641.27001953125
2020-02-05,626.17999267578125
2020-02-06,633.780029296875
2020-02-07,634.53997802734375
2020-02-10,643.27001953125
2020-02-11,650.04998779296875
2020-02-12,650.22998046875
2020-02-13,655.66998291015625
2020-02-14,646.75
2020-02-18,641.46002197265625
2020-02-19,641.260009765625
2020-02-20,634.32000732421875
2020-02-21,629.9000244140625
2020-02-24,601.45001220703125
2020-02-25,572.21002197265625
2020-02-26,564.6300048828125
2020-02-27,549.469970703125
2020-02-28,557.80999755859375
2020-03-02,568.46002197265625
2020-03-03,557.07000732421875
2020-03-04,577.44000244140625
2020-03-05,536.3699951171875
2020-03-06,503.1099853515625
2020-03-09,452.010009765625
2020-03-10,495.6400146484375
2020-03-11,462.1700134277344
2020-03-12,407.010009765625
2020-03-13,414.7200012207031
2020-03-16,338.44000244140625
2020-03-17,315.010009765625
2020-03-18,245.7899932861328
2020-03-19,305.7699890136719
2020-03-20,302.510009765625
2020-03-23,301.5299987792969
2020-03-24,325.67999267578125
2020-03-25,350.0899963378906
2020-03-26,402.0899963378906
2020-03-27,363.010009765625
2020-03-30,342.75
2020-03-31,320.19000244140625
2020-04-01,272.5400085449219
2020-04-02,284.4700012207031
2020-04-03,270.30999755859375
2020-04-06,288.92999267578125
2020-04-07,286.42999267578125
2020-04-08,328.25
2020-04-09,344.5400085449219
2020-04-13,313.6000061035156
2020-04-14,318.1600036621094
2020-04-15,316.94000244140625
2020-04-16,300.8999938964844
2020-04-17,337.3999938964844
2020-04-20,316.3999938964844
2020-04-21,307.75
2020-04-22,304.260009765625
2020-04-23,314.2799987792969
2020-04-24,304.9200134277344
2020-04-27,317.45001220703125
2020-04-28,336.6499938964844
2020-04-29,371.17999267578125
2020-04-30,363.0799865722656
2020-05-01,349.45001220703125
2020-05-04,342.42999267578125
2020-05-05,324.5899963378906
2020-05-06,319.4700012207031
2020-05-07,324.54998779296875
2020-05-08,352.6099853515625
2020-05-11,348.9599914550781
2020-05-12,329.510009765625
2020-05-13,320.04998779296875
2020-05-14,330.44000244140625
2020-05-15,325
2020-05-18,370.5199890136719
2020-05-19,361.20001220703125
2020-05-20,365.3299865722656
2020-05-21,375.3500061035156
2020-05-22,380.79998779296875
2020-05-26,403.05999755859375
2020-05-27,435.3800048828125
2020-05-28,431.1300048828125
2020-05-29,424.82000732421875
2020-06-01,438.7900085449219
2020-06-02,432.44000244140625
2020-06-03,469.8999938964844
2020-06-04,481.7300109863281
2020-06-05,490.7799987792969
2020-06-08,494.94000244140625
2020-06-09,479.20001220703125
2020-06-10,461.0799865722656
2020-06-11,420.55999755859375
2020-06-12,447.3900146484375
2020-06-15,459.739990234375
2020-06-16,465.20001220703125
2020-06-17,459.69000244140625
2020-06-18,465.75
2020-06-19,463
2020-06-22,464.7300109863281
2020-06-23,458.2099914550781
2020-06-24,433.8999938964844
2020-06-25,436
2020-06-26,421.0899963378906
2020-06-29,443.760009765625
2020-06-30,442.04998779296875
2020-07-01,439.5899963378906
2020-07-02,442.3299865722656
2020-07-06,435.4800109863281
2020-07-07,419.489990234375
2020-07-08,426.8999938964844
2020-07-09,410.9800109863281
2020-07-10,420.8800048828125
2020-07-13,414.3699951171875
2020-07-14,422.6600036621094
2020-07-15,434.2099914550781
2020-07-16,431.4700012207031
2020-07-17,432.8699951171875
2020-07-20,430.8500061035156
2020-07-21,440.8800048828125
2020-07-22,445.57000732421875
2020-07-23,437.4700012207031
2020-07-24,425.55999755859375
2020-07-27,424.17999267578125
2020-07-28,426.95001220703125
2020-07-29,433.3699951171875
2020-07-30,433.3399963378906
2020-07-31,431.5799865722656
2020-08-03,436.010009765625
2020-08-04,448.739990234375
2020-08-05,471.6099853515625
2020-08-06,472.07000732421875
2020-08-07,475.3900146484375
2020-08-10,482.57000732421875
2020-08-11,490.2300109863281
2020-08-12,498.489990234375
2020-08-13,495.1499938964844
2020-08-14,498.7900085449219
2020-08-17,489.9700012207031
2020-08-18,483
2020-08-19,482.80999755859375
2020-08-20,482.8299865722656
2020-08-21,479.2799987792969
2020-08-24,488.5
2020-08-25,486.04998779296875
2020-08-26,484.8900146484375
2020-08-27,498.32000732421875
2020-08-28,506.7699890136719
2020-08-31,499.6700134277344
2020-09-01,503.7799987792969
2020-09-02,505.1499938964844
2020-09-03,493.82000732421875
2020-09-04,503.32000732421875
2020-09-08,501.92999267578125
2020-09-09,500.92999267578125
2020-09-10,499.4700012207031
2020-09-11,505.75
2020-09-14,507.29998779296875
2020-09-15,507.29998779296875
2020-09-16,518.8900146484375
2020-09-17,519.010009765625
2020-09-18,505.5
2020-09-21,487.80999755859375
2020-09-22,502.0299987792969
2020-09-23,479.2799987792969
2020-09-24,479.6000061035156
2020-09-25,494.7799987792969
2020-09-28,498.6000061035156
2020-09-29,489.0799865722656
2020-09-30,475.1199951171875
2020-10-01,481.3399963378906
2020-10-02,485.5799865722656
2020-10-05,487
2020-10-06,480.5400085449219
2020-10-07,488.5
2020-10-08,490.9700012207031
2020-10-09,485
2020-10-12,486
2020-10-13,473.3900146484375
2020-10-14,483.7300109863281
2020-10-15,491.32000732421875
2020-10-16,491.989990234375
2020-10-19,484.1600036621094
2020-10-20,493.3900146484375
2020-10-21,482.9100036621094
2020-10-22,493.07000732421875
2020-10-23,501.9700012207031
2020-10-26,483.20001220703125
2020-10-27,464.0199890136719
2020-10-28,458.1400146484375
2020-10-29,476.5400085449219
2020-10-30,477.4100036621094
2020-11-02,494.42999267578125
2020-11-03,508.55999755859375
2020-11-04,512.04998779296875
2020-11-05,519.28997802734375
2020-11-06,520.46002197265625
2020-11-09,568.32000732421875
2020-11-10,574.3800048828125
2020-11-11,560.80999755859375
2020-11-12,556.530029296875
2020-11-13,566.780029296875
2020-11-16,573.96002197265625
2020-11-17,577.969970703125
2020-11-18,587.8699951171875
2020-11-19,590.6500244140625
2020-11-20,574.1300048828125
2020-11-23,594.94000244140625
2020-11-24,615.40997314453125
2020-11-25,603.8499755859375
2020-11-27,591.53997802734375
2020-11-30,579.19000244140625
2020-12-01,593.5999755859375
2020-12-02,594.84002685546875
2020-12-03,598.6400146484375
2020-12-04,605.66998291015625
2020-12-07,601.010009765625
2020-12-08,602.0999755859375
2020-12-09,595.5
2020-12-10,601.010009765625
2020-12-11,601.78997802734375
2020-12-14,595.82000732421875
2020-12-15,613.739990234375
2020-12-16,603.530029296875
2020-12-17,598.3499755859375
2020-12-18,608.33001708984375
2020-12-21,600.71002197265625
2020-12-22,596.22998046875
2020-12-23,611.9000244140625
2020-12-24,606.71002197265625
2020-12-28,609.8599853515625
2020-12-29,607.83001708984375
2020-12-30,616.1400146484375
2020-12-31,618.8499755859375
2021-01-04,587.66998291015625
2021-01-05,599.219970703125
2021-01-06,598.9000244140625
2021-01-07,605.17999267578125
2021-01-08,613.260009765625
2021-01-11,612.91998291015625
2021-01-12,617.90997314453125
2021-01-13,611.010009765625
2021-01-14,606.07000732421875
2021-01-15,584.989990234375
2021-01-19,573.40997314453125
2021-01-20,577.489990234375
2021-01-21,573.97998046875
2021-01-22,576.4000244140625
2021-01-25,560.1099853515625
2021-01-26,544.219970703125
2021-01-27,518.59002685546875
2021-01-28,555.72998046875
2021-01-29,553.280029296875
2021-02-01,570.30999755859375
2021-02-02,589.4000244140625
2021-02-03,599.30999755859375
2021-02-04,610
2021-02-05,605
2021-02-08,600.16998291015625
2021-02-09,596.6400146484375
2021-02-10,579.719970703125
2021-02-11,575.02001953125
2021-02-12,576.489990234375
2021-02-16,572.54998779296875
2021-02-17,570.3699951171875
2021-02-18,576.53997802734375
2021-02-19,600.5
2021-02-22,590.1300048828125
2021-02-23,604.29998779296875
2021-02-24,609.1500244140625
2021-02-25,576.6500244140625
2021-02-26,576.66998291015625
2021-03-01,596.8699951171875
2021-03-02,596.75
2021-03-03,590.1099853515625
2021-03-04,572.27001953125
2021-03-05,596.92999267578125
2021-03-08,606.29998779296875
2021-03-09,589.47998046875
2021-03-10,599.3699951171875
2021-03-11,597.28997802734375
2021-03-12,619.8900146484375
2021-03-15,617.46002197265625
2021-03-16,606.780029296875
2021-03-17,610.45001220703125
2021-03-18,597.6099853515625
2021-03-19,601.52001953125
2021-03-22,597.3599853515625
2021-03-23,582.95001220703125
2021-03-24,592.82000732421875
2021-03-25,586.219970703125
2021-03-26,586.44000244140625
2021-03-29,579.17999267578125
2021-03-30,584.6300048828125
2021-03-31,587.91998291015625
2021-04-01,603.71002197265625
2021-04-05,603.77001953125
2021-04-06,614.3800048828125
2021-04-07,606.45001220703125
2021-04-08,616.0999755859375
2021-04-09,615.239990234375
2021-04-12,623.6400146484375
2021-04-13,618.33001708984375
2021-04-14,628.91998291015625
2021-04-15,623.78997802734375
2021-04-16,617.489990234375
2021-04-19,606
2021-04-20,595.75
2021-04-21,596.19000244140625
2021-04-22,593.78997802734375
2021-04-23,595.33001708984375
2021-04-26,603.95001220703125
2021-04-27,602.46002197265625
2021-04-28,605.260009765625
2021-04-29,610
2021-04-30,613.739990234375
2021-05-03,607.8499755859375
2021-05-04,596.65997314453125
2021-05-05,595.5
2021-05-06,599.03997802734375
2021-05-07,607.989990234375
2021-05-10,601.3699951171875
2021-05-11,600.05999755859375
2021-05-12,578.239990234375
2021-05-13,586.57000732421875
2021-05-14,597.40997314453125
2021-05-17,596.45001220703125
2021-05-18,590.510009765625
2021-05-19,587.6300048828125
2021-05-20,603.52001953125
2021-05-21,601
2021-05-24,614.91998291015625
2021-05-25,612.719970703125
2021-05-26,621.03997802734375
2021-05-27,649.5
2021-05-28,648.84002685546875
2021-06-01,659.969970703125
2021-06-02,659.5
2021-06-03,660.75
2021-06-04,665.29998779296875
2021-06-07,662.54998779296875
2021-06-08,669
2021-06-09,664
2021-06-10,660
2021-06-11,661.94000244140625
2021-06-14,668.90997314453125
2021-06-15,676.5
2021-06-16,665.219970703125
2021-06-17,667.510009765625
2021-06-18,654.92999267578125
2021-06-21,670.92999267578125
2021-06-22,679
2021-06-23,682.6300048828125
2021-06-24,679.989990234375
2021-06-25,673.219970703125
2021-06-28,656.29998779296875
2021-06-29,644.22998046875
2021-06-30,647.28997802734375
2021-07-01,658.97998046875
2021-07-02,661.44000244140625
2021-07-06,656.42999267578125
2021-07-07,654.3699951171875
2021-07-08,647.21002197265625
2021-07-09,660.05999755859375
2021-07-12,653.65997314453125
2021-07-13,648.55999755859375
2021-07-14,645.94000244140625
2021-07-15,636.55999755859375
2021-07-16,633.58001708984375
2021-07-19,607.65997314453125
2021-07-20,636.67999267578125
2021-07-21,648.8499755859375
2021-07-22,647.22998046875
2021-07-23,647.6400146484375
2021-07-26,650.6400146484375
2021-07-27,648.510009765625
2021-07-28,648.52001953125
2021-07-29,654.8900146484375
2021-07-30,641.09002685546875
2021-08-02,635.29998779296875
2021-08-03,631.96002197265625
2021-08-04,616.1099853515625
2021-08-05,624.54998779296875
2021-08-06,629.1099853515625
2021-08-09,628.510009765625
2021-08-10,621
2021-08-11,624.04998779296875
2021-08-12,614.3699951171875
2021-08-13,605.969970703125
2021-08-16,603.84002685546875
2021-08-17,603.45001220703125
2021-08-18,603.15997314453125
2021-08-19,589.469970703125
2021-08-20,595.4000244140625
2021-08-23,603.07000732421875
2021-08-24,608.29998779296875
2021-08-25,604.030029296875
2021-08-26,594.3599853515625
2021-08-27,608.75
2021-08-30,603.57000732421875
2021-08-31,607.469970703125
2021-09-01,609.5
2021-09-02,609.780029296875
2021-09-03,602.27001953125
2021-09-07,590.94000244140625
2021-09-08,585.02001953125
2021-09-09,598.07000732421875
2021-09-10,599.55999755859375
2021-09-13,611.739990234375
2021-09-14,614
2021-09-15,612.96002197265625
2021-09-16,604.5999755859375
2021-09-17,609.94000244140625
2021-09-20,614.8599853515625
2021-09-21,613.75
2021-09-22,629.09002685546875
2021-09-23,638.19000244140625
2021-09-24,644.41998291015625
2021-09-27,648.82000732421875
2021-09-28,638.28997802734375
2021-09-29,634.5
2021-09-30,624.57000732421875
2021-10-01,652.92999267578125
2021-10-04,644.010009765625
2021-10-05,645.280029296875
2021-10-06,650.59002685546875
2021-10-07,648.030029296875
2021-10-08,644.05999755859375
2021-10-11,637.1400146484375
2021-10-12,631.22998046875
2021-10-13,631.989990234375
2021-10-14,635.739990234375
2021-10-15,639.469970703125
2021-10-18,639.989990234375
2021-10-19,647.03997802734375
2021-10-20,643.3499755859375
2021-10-21,650
2021-10-22,648.22998046875
2021-10-25,636.0999755859375
2021-10-26,642.94000244140625
2021-10-27,629.219970703125
2021-10-28,628.3900146484375
2021-10-29,623.82000732421875
2021-11-01,630.53997802734375
2021-11-02,629.75
2021-11-03,623
2021-11-04,629.17999267578125
2021-11-05,665.1400146484375
2021-11-08,674.58001708984375
2021-11-09,685
2021-11-10,677.25
2021-11-11,656.21002197265625
2021-11-12,643
2021-11-15,653.739990234375
2021-11-16,647.09002685546875
2021-11-17,658.92999267578125
2021-11-18,660.6099853515625
2021-11-19,631.84002685546875
2021-11-22,629.6300048828125
2021-11-23,625.25
2021-11-24,618
2021-11-26,561.28997802734375
2021-11-29,584.219970703125
