Date,MLM.Close
2020-05-26,188.99000549316406
2020-05-27,202.3699951171875
2020-05-28,197.4499969482422
2020-05-29,192.08999633789063
2020-06-01,195.9600067138672
2020-06-02,204.77999877929688
2020-06-03,209.9199981689453
2020-06-04,211.5
2020-06-05,225.42999267578125
2020-06-08,222.14999389648438
2020-06-09,208.85000610351563
2020-06-10,204.58999633789063
2020-06-11,188.88999938964844
2020-06-12,197.0500030517578
2020-06-15,199.19000244140625
2020-06-16,214.1300048828125
2020-06-17,210.72999572753906
2020-06-18,212.00999450683594
2020-06-19,211.02000427246094
2020-06-22,209.74000549316406
2020-06-23,211.9600067138672
2020-06-24,206.49000549316406
2020-06-25,205.8300018310547
2020-06-26,202.7899932861328
2020-06-29,206.5
2020-06-30,206.57000732421875
2020-07-01,208.97000122070313
2020-07-02,213.49000549316406
2020-07-06,216.33999633789063
2020-07-07,212.57000732421875
2020-07-08,208.88999938964844
2020-07-09,206.7100067138672
2020-07-10,210.14999389648438
2020-07-13,210.41000366210938
2020-07-14,214.77000427246094
2020-07-15,222.0399932861328
2020-07-16,223.08999633789063
2020-07-17,223.5500030517578
2020-07-20,221.44000244140625
2020-07-21,225.69000244140625
2020-07-22,224.3300018310547
2020-07-23,223.42999267578125
2020-07-24,223.64999389648438
2020-07-27,228
2020-07-28,212.39999389648438
2020-07-29,214.1300048828125
2020-07-30,209.1999969482422
2020-07-31,207.17999267578125
2020-08-03,208.0800018310547
2020-08-04,212.27999877929688
2020-08-05,216.85000610351563
2020-08-06,213.0800018310547
2020-08-07,220
2020-08-10,223.41000366210938
2020-08-11,225.5500030517578
2020-08-12,221.1199951171875
2020-08-13,219.6300048828125
2020-08-14,219.3300018310547
2020-08-17,216.4199981689453
2020-08-18,214.88999938964844
2020-08-19,212.19000244140625
2020-08-20,209.19000244140625
2020-08-21,209.66000366210938
2020-08-24,212.0399932861328
2020-08-25,211.3000030517578
2020-08-26,208.47000122070313
2020-08-27,209.0800018310547
2020-08-28,207.32000732421875
2020-08-31,202.8699951171875
2020-09-01,207.86000061035156
2020-09-02,212.57000732421875
2020-09-03,211.0399932861328
2020-09-04,215.11000061035156
2020-09-08,206.92999267578125
2020-09-09,203.4499969482422
2020-09-10,207.3300018310547
2020-09-11,209.9199981689453
2020-09-14,216.47999572753906
2020-09-15,218.10000610351563
2020-09-16,224.9499969482422
2020-09-17,226.97999572753906
2020-09-18,225.22000122070313
2020-09-21,218.30999755859375
2020-09-22,221.47000122070313
2020-09-23,220
2020-09-24,220.9199981689453
2020-09-25,226.07000732421875
2020-09-28,231.8800048828125
2020-09-29,231.05999755859375
2020-09-30,235.36000061035156
2020-10-01,234.8699951171875
2020-10-02,240.5500030517578
2020-10-05,249.17999267578125
2020-10-06,249.63999938964844
2020-10-07,264.760009765625
2020-10-08,275.82000732421875
2020-10-09,273.1000061035156
2020-10-12,270.1700134277344
2020-10-13,261.0199890136719
2020-10-14,259.8299865722656
2020-10-15,256.8599853515625
2020-10-16,258.9700012207031
2020-10-19,256.70001220703125
2020-10-20,257.0899963378906
2020-10-21,256.2300109863281
2020-10-22,259.1000061035156
2020-10-23,262.4100036621094
2020-10-26,254.25
2020-10-27,255.52999877929688
2020-10-28,247.4499969482422
2020-10-29,263.6000061035156
2020-10-30,266.3500061035156
2020-11-02,270.989990234375
2020-11-03,276.1600036621094
2020-11-04,253.75999450683594
2020-11-05,260.2099914550781
2020-11-06,256.17999267578125
2020-11-09,261.42999267578125
2020-11-10,266.0199890136719
2020-11-11,265.989990234375
2020-11-12,260.57000732421875
2020-11-13,264.1400146484375
2020-11-16,271.2099914550781
2020-11-17,269.3299865722656
2020-11-18,269.3599853515625
2020-11-19,269.54998779296875
2020-11-20,265.6000061035156
2020-11-23,266.8900146484375
2020-11-24,274.9200134277344
2020-11-25,272.67999267578125
2020-11-27,271.010009765625
2020-11-30,265.6300048828125
2020-12-01,275.4700012207031
2020-12-02,273.4599914550781
2020-12-03,281.1499938964844
2020-12-04,284.94000244140625
2020-12-07,284.94000244140625
2020-12-08,282.8299865722656
2020-12-09,277.17999267578125
2020-12-10,266.739990234375
2020-12-11,267.20001220703125
2020-12-14,259.70001220703125
2020-12-15,266.55999755859375
2020-12-16,262.2300109863281
2020-12-17,265.7300109863281
2020-12-18,276.3500061035156
2020-12-21,275.6700134277344
2020-12-22,273.29998779296875
2020-12-23,273.7900085449219
2020-12-24,275.04998779296875
2020-12-28,278.69000244140625
2020-12-29,274.0799865722656
2020-12-30,280.94000244140625
2020-12-31,283.9700012207031
2021-01-04,277.79998779296875
2021-01-05,280.8699951171875
2021-01-06,302.6600036621094
2021-01-07,307.82000732421875
2021-01-08,310.42999267578125
2021-01-11,310.05999755859375
2021-01-12,314.80999755859375
2021-01-13,305.0299987792969
2021-01-14,302.8299865722656
2021-01-15,303.5799865722656
2021-01-19,307
2021-01-20,310
2021-01-21,310
2021-01-22,309.6000061035156
2021-01-25,308
2021-01-26,293.0899963378906
2021-01-27,284.989990234375
2021-01-28,288.8999938964844
2021-01-29,287.4100036621094
2021-02-01,295.8599853515625
2021-02-02,294.6400146484375
2021-02-03,294.8800048828125
2021-02-04,295.19000244140625
2021-02-05,297.6000061035156
2021-02-08,300.9100036621094
2021-02-09,305.9200134277344
2021-02-10,316
2021-02-11,318.55999755859375
2021-02-12,330.8299865722656
2021-02-16,325.6499938964844
2021-02-17,325.29998779296875
2021-02-18,325.1499938964844
2021-02-19,336.3399963378906
2021-02-22,328.1000061035156
2021-02-23,335.80999755859375
2021-02-24,347.57000732421875
2021-02-25,336.30999755859375
2021-02-26,336.8699951171875
2021-03-01,347.55999755859375
2021-03-02,336.5899963378906
2021-03-03,337.20001220703125
2021-03-04,329.7200012207031
2021-03-05,329.7900085449219
2021-03-08,334.1000061035156
2021-03-09,332.79998779296875
2021-03-10,340.8599853515625
2021-03-11,340.7799987792969
2021-03-12,343.8299865722656
2021-03-15,343.7099914550781
2021-03-16,337.67999267578125
2021-03-17,340
2021-03-18,339.7900085449219
2021-03-19,332.05999755859375
2021-03-22,321.82000732421875
2021-03-23,316.3800048828125
2021-03-24,322.25
2021-03-25,333.2300109863281
2021-03-26,341.239990234375
2021-03-29,340.70001220703125
2021-03-30,343.6300048828125
2021-03-31,335.82000732421875
2021-04-01,333.8800048828125
2021-04-05,344.010009765625
2021-04-06,344.05999755859375
2021-04-07,337.19000244140625
2021-04-08,341.67999267578125
2021-04-09,346.0400085449219
2021-04-12,348.6499938964844
2021-04-13,343.489990234375
2021-04-14,347.2099914550781
2021-04-15,347.94000244140625
2021-04-16,351.57000732421875
2021-04-19,350.6199951171875
2021-04-20,344.6099853515625
2021-04-21,351.92999267578125
2021-04-22,348.55999755859375
2021-04-23,350.82000732421875
2021-04-26,357.4700012207031
2021-04-27,357.6000061035156
2021-04-28,355.1700134277344
2021-04-29,359.07000732421875
2021-04-30,353.1199951171875
2021-05-03,354.55999755859375
2021-05-04,373.42999267578125
2021-05-05,374.42999267578125
2021-05-06,372.55999755859375
2021-05-07,378.2799987792969
2021-05-10,375.3900146484375
2021-05-11,377.1400146484375
2021-05-12,367.9700012207031
2021-05-13,374.4700012207031
2021-05-14,377.9700012207031
2021-05-17,376.04998779296875
2021-05-18,372.54998779296875
2021-05-19,363.739990234375
2021-05-20,361.9599914550781
2021-05-21,362.5400085449219
2021-05-24,366.4599914550781
2021-05-25,362.2699890136719
2021-05-26,368.1600036621094
2021-05-27,370.7900085449219
2021-05-28,363.6499938964844
2021-06-01,363.69000244140625
2021-06-02,356.8800048828125
2021-06-03,359.55999755859375
2021-06-04,351.7699890136719
2021-06-07,353.7699890136719
2021-06-08,361.9100036621094
2021-06-09,359.1000061035156
2021-06-10,350.04998779296875
2021-06-11,352.67999267578125
2021-06-14,347.30999755859375
2021-06-15,346.2699890136719
2021-06-16,342.989990234375
2021-06-17,336.5199890136719
2021-06-18,335.32000732421875
2021-06-21,342.2300109863281
2021-06-22,344.70001220703125
2021-06-23,349.8399963378906
2021-06-24,358.9599914550781
2021-06-25,359.2699890136719
2021-06-28,358.1499938964844
2021-06-29,352.32000732421875
2021-06-30,351.80999755859375
2021-07-01,352.510009765625
2021-07-02,349.5899963378906
2021-07-06,348.5400085449219
2021-07-07,356.0400085449219
2021-07-08,351.260009765625
2021-07-09,357.9200134277344
2021-07-12,355.25
2021-07-13,352.0199890136719
2021-07-14,355.70001220703125
2021-07-15,356.6300048828125
2021-07-16,351.489990234375
2021-07-19,339.739990234375
2021-07-20,346.989990234375
2021-07-21,352.510009765625
2021-07-22,350.739990234375
2021-07-23,356.2300109863281
2021-07-26,352.6600036621094
2021-07-27,353.2900085449219
2021-07-28,367.4599914550781
2021-07-29,367.3800048828125
2021-07-30,363.29998779296875
2021-08-02,362.8299865722656
2021-08-03,362.5299987792969
2021-08-04,366.20001220703125
2021-08-05,362.5799865722656
2021-08-06,366.6300048828125
2021-08-09,369.29998779296875
2021-08-10,378.1700134277344
2021-08-11,390.4200134277344
2021-08-12,388.94000244140625
2021-08-13,385.44000244140625
2021-08-16,380.8299865722656
2021-08-17,377.3800048828125
2021-08-18,375.260009765625
2021-08-19,372.92999267578125
2021-08-20,375
2021-08-23,378.4599914550781
2021-08-24,379.2799987792969
2021-08-25,386.0899963378906
2021-08-26,384.5799865722656
2021-08-27,384.3500061035156
2021-08-30,382.739990234375
2021-08-31,381.25
2021-09-01,381.19000244140625
2021-09-02,379.42999267578125
2021-09-03,374.4800109863281
2021-09-07,369.8999938964844
2021-09-08,368.04998779296875
2021-09-09,367.7900085449219
2021-09-10,369.489990234375
2021-09-13,368.0199890136719
2021-09-14,361.67999267578125
2021-09-15,361.2900085449219
2021-09-16,354.0899963378906
2021-09-17,342.7300109863281
2021-09-20,342.5400085449219
2021-09-21,344.19000244140625
2021-09-22,350.260009765625
2021-09-23,355.989990234375
2021-09-24,351
2021-09-27,356.2200012207031
2021-09-28,357.3999938964844
2021-09-29,353.79998779296875
2021-09-30,341.67999267578125
2021-10-01,354.010009765625
2021-10-04,348.8399963378906
2021-10-05,348.1099853515625
2021-10-06,357.30999755859375
2021-10-07,360.6099853515625
2021-10-08,357.79998779296875
2021-10-11,350.489990234375
2021-10-12,349.1700134277344
2021-10-13,348.9700012207031
2021-10-14,363.260009765625
2021-10-15,365.7699890136719
2021-10-18,373.8699951171875
2021-10-19,370.55999755859375
2021-10-20,381.79998779296875
2021-10-21,381.69000244140625
2021-10-22,381.3299865722656
2021-10-25,393.7900085449219
2021-10-26,390.82000732421875
2021-10-27,383.20001220703125
2021-10-28,393.6300048828125
2021-10-29,392.8399963378906
2021-11-01,390.4100036621094
2021-11-02,407.489990234375
2021-11-03,408.1199951171875
2021-11-04,413.1300048828125
2021-11-05,412.32000732421875
2021-11-08,425
2021-11-09,421.9700012207031
2021-11-10,413.239990234375
2021-11-11,414
2021-11-12,419.54998779296875
2021-11-15,418.6300048828125
2021-11-16,421.95001220703125
2021-11-17,423.55999755859375
2021-11-18,420.25
2021-11-19,417.42999267578125
2021-11-22,417.2900085449219
2021-11-23,421.4100036621094
2021-11-24,422.9599914550781
2021-11-26,414.9200134277344
2021-11-29,418.3399963378906
2021-11-30,403.510009765625
2021-12-01,401.25
2021-12-02,413.9100036621094
2021-12-03,408.3699951171875
2021-12-06,415.3999938964844
2021-12-07,422.8599853515625
2021-12-08,429.3500061035156
2021-12-09,427.2900085449219
2021-12-10,439.3699951171875
2021-12-13,434.92999267578125
2021-12-14,435.8399963378906
2021-12-15,440.739990234375
2021-12-16,440.3699951171875
2021-12-17,436.3500061035156
2021-12-20,422.1600036621094
2021-12-21,430.1300048828125
2021-12-22,435.7099914550781
2021-12-23,437.05999755859375
2021-12-27,438.5899963378906
2021-12-28,439.4599914550781
2021-12-29,441.7200012207031
2021-12-30,438
2021-12-31,440.5199890136719
2022-01-03,439.010009765625
2022-01-04,441.510009765625
2022-01-05,437.1700134277344
2022-01-06,437.0899963378906
2022-01-07,429.20001220703125
2022-01-10,416.25
2022-01-11,419.3299865722656
2022-01-12,422.57000732421875
2022-01-13,410.8900146484375
2022-01-14,402.6300048828125
2022-01-18,396.4800109863281
2022-01-19,390.3599853515625
2022-01-20,391.45001220703125
2022-01-21,382.29998779296875
2022-01-24,383.7099914550781
2022-01-25,367.9100036621094
2022-01-26,368.3599853515625
2022-01-27,372.989990234375
2022-01-28,382.8299865722656
2022-01-31,389.1199951171875
2022-02-01,390.55999755859375
2022-02-02,386.9700012207031
2022-02-03,372.8999938964844
2022-02-04,372.04998779296875
2022-02-07,372.95001220703125
2022-02-08,379.3999938964844
2022-02-09,383.1499938964844
2022-02-10,386.94000244140625
2022-02-11,379.1300048828125
2022-02-14,369.04998779296875
2022-02-15,385.010009765625
2022-02-16,391.05999755859375
2022-02-17,385.0199890136719
2022-02-18,383.6700134277344
2022-02-22,380.0799865722656
2022-02-23,365.3900146484375
2022-02-24,369.07000732421875
2022-02-25,385.7099914550781
2022-02-28,379.3999938964844
2022-03-01,365.04998779296875
2022-03-02,376.2200012207031
2022-03-03,375.7300109863281
2022-03-04,374.92999267578125
2022-03-07,359.989990234375
2022-03-08,360.7699890136719
2022-03-09,373.4200134277344
2022-03-10,370.9700012207031
2022-03-11,370.8800048828125
2022-03-14,375.5899963378906
2022-03-15,380.4700012207031
2022-03-16,379.1000061035156
2022-03-17,383.0799865722656
2022-03-18,385.7300109863281
2022-03-21,382.57000732421875
2022-03-22,384
2022-03-23,375.6099853515625
2022-03-24,383.8999938964844
2022-03-25,393.94000244140625
2022-03-28,397.3800048828125
2022-03-29,404.5400085449219
2022-03-30,390.260009765625
2022-03-31,384.8900146484375
2022-04-01,385.05999755859375
2022-04-04,384.9700012207031
2022-04-05,381.2099914550781
2022-04-06,373.5299987792969
2022-04-07,369.5899963378906
2022-04-08,371.9700012207031
2022-04-11,369.8900146484375
2022-04-12,366.6499938964844
2022-04-13,366.9700012207031
2022-04-14,364.82000732421875
2022-04-18,362.4700012207031
2022-04-19,369.70001220703125
2022-04-20,379
2022-04-21,374.79998779296875
2022-04-22,354.8299865722656
2022-04-25,360.79998779296875
2022-04-26,350.239990234375
2022-04-27,352.1300048828125
2022-04-28,365.8599853515625
2022-04-29,354.2200012207031
2022-05-02,355.3599853515625
2022-05-03,366.4800109863281
2022-05-04,377.57000732421875
2022-05-05,356.1400146484375
2022-05-06,346
2022-05-09,332.7900085449219
2022-05-10,328.1400146484375
2022-05-11,321.55999755859375
2022-05-12,327.57000732421875
2022-05-13,332.8399963378906
2022-05-16,323.4100036621094
2022-05-17,334.8500061035156
2022-05-18,323.9700012207031
2022-05-19,324.6499938964844
2022-05-20,327.760009765625
2022-05-23,333.4100036621094
2022-05-24,325.3500061035156
2022-05-25,326.25
2022-05-26,334.04998779296875
2022-05-27,349.45001220703125
2022-05-31,339.3800048828125
2022-06-01,337.07000732421875
2022-06-02,347.3299865722656
2022-06-03,345.6400146484375
2022-06-06,347.7699890136719
2022-06-07,351.45001220703125
2022-06-08,336.79998779296875
2022-06-09,332.8699951171875
2022-06-10,321.75
2022-06-13,316.6000061035156
2022-06-14,316.4700012207031
2022-06-15,318.45001220703125
2022-06-16,303.07000732421875
2022-06-17,303.55999755859375
2022-06-21,302.54998779296875
2022-06-22,302.30999755859375
2022-06-23,297.29998779296875
2022-06-24,309.67999267578125
2022-06-27,308.760009765625
2022-06-28,302.80999755859375
2022-06-29,300.2799987792969
2022-06-30,299.239990234375
2022-07-01,296.04998779296875
2022-07-05,300.6400146484375
2022-07-06,307.9200134277344
2022-07-07,310.20001220703125
2022-07-08,307.44000244140625
2022-07-11,313.5799865722656
2022-07-12,313.5799865722656
2022-07-13,309.69000244140625
2022-07-14,312.2200012207031
2022-07-15,314.9599914550781
2022-07-18,314.3999938964844
2022-07-19,323.1199951171875
2022-07-20,325.3599853515625
2022-07-21,329.70001220703125
2022-07-22,326.2099914550781
2022-07-25,330.3299865722656
2022-07-26,328.5400085449219
2022-07-27,336.0299987792969
2022-07-28,343.45001220703125
2022-07-29,352.0799865722656
2022-08-01,354.1700134277344
2022-08-02,352.44000244140625
2022-08-03,355.3900146484375
2022-08-04,359.9800109863281
2022-08-05,355.92999267578125
2022-08-08,353.2200012207031
2022-08-09,353.80999755859375
2022-08-10,365.3399963378906
2022-08-11,364.8800048828125
2022-08-12,370.1000061035156
2022-08-15,368.75
2022-08-16,371.57000732421875
2022-08-17,368.9200134277344
2022-08-18,367.54998779296875
2022-08-19,365.1499938964844
2022-08-22,356.29998779296875
2022-08-23,355.7300109863281
2022-08-24,355.0799865722656
2022-08-25,362.2699890136719
2022-08-26,351.739990234375
2022-08-29,354.2099914550781
2022-08-30,345.1700134277344
2022-08-31,347.7099914550781
2022-09-01,342.6000061035156
2022-09-02,340.6000061035156
2022-09-06,339.55999755859375
2022-09-07,351.6300048828125
2022-09-08,352.6000061035156
2022-09-09,356.29998779296875
2022-09-12,355.30999755859375
2022-09-13,339.6000061035156
2022-09-14,332.3800048828125
2022-09-15,337.44000244140625
2022-09-16,330.17999267578125
2022-09-19,335.7900085449219
2022-09-20,334.57000732421875
2022-09-21,329.1300048828125
2022-09-22,327.70001220703125
2022-09-23,320.04998779296875
2022-09-26,315.95001220703125
2022-09-27,311.0899963378906
2022-09-28,319.6300048828125
2022-09-29,322.4100036621094
2022-09-30,322.0899963378906
2022-10-03,326.5899963378906
2022-10-04,335.94000244140625
2022-10-05,334.2900085449219
2022-10-06,330.32000732421875
2022-10-07,320.25
2022-10-10,318.9800109863281
2022-10-11,317.4200134277344
2022-10-12,311.4800109863281
2022-10-13,314.3500061035156
2022-10-14,298.8299865722656
2022-10-17,311.04998779296875
2022-10-18,320.2799987792969
2022-10-19,313.3399963378906
2022-10-20,304.2300109863281
2022-10-21,315.30999755859375
2022-10-24,316.94000244140625
2022-10-25,332.7900085449219
2022-10-26,330.92999267578125
2022-10-27,330.4599914550781
2022-10-28,338.1600036621094
2022-10-31,335.9800109863281
2022-11-01,334.3299865722656
2022-11-02,322.8900146484375
2022-11-03,331.5400085449219
2022-11-04,337.1600036621094
2022-11-07,342.8399963378906
2022-11-08,343.9200134277344
2022-11-09,336.5299987792969
2022-11-10,362.8399963378906
2022-11-11,362.19000244140625
2022-11-14,352.9800109863281
2022-11-15,354.1499938964844
2022-11-16,355.8500061035156
2022-11-17,350.6400146484375
2022-11-18,356.32000732421875
2022-11-21,357.75
2022-11-22,364.6499938964844
2022-11-23,365.32000732421875
2022-11-25,367.5899963378906
2022-11-28,359.4100036621094
2022-11-29,357.5400085449219
2022-11-30,366.4800109863281
2022-12-01,365.3800048828125
2022-12-02,365.7300109863281
2022-12-05,353.2699890136719
2022-12-06,349.989990234375
2022-12-07,352.5
2022-12-08,357.7099914550781
2022-12-09,356.94000244140625
2022-12-12,359.8500061035156
2022-12-13,368.7300109863281
2022-12-14,365.70001220703125
2022-12-15,352.04998779296875
2022-12-16,348.2200012207031
2022-12-19,340.8500061035156
2022-12-20,341.7300109863281
2022-12-21,342.1300048828125
2022-12-22,336.20001220703125
2022-12-23,338.5899963378906
2022-12-27,339.42999267578125
2022-12-28,337.8999938964844
2022-12-29,340.6600036621094
2022-12-30,337.9700012207031
2023-01-03,338.19000244140625
2023-01-04,347.739990234375
2023-01-05,337.9700012207031
2023-01-06,351.1700134277344
2023-01-09,345.1300048828125
2023-01-10,343.9599914550781
2023-01-11,354.9800109863281
2023-01-12,351.5799865722656
2023-01-13,355.3699951171875
2023-01-17,353.0899963378906
2023-01-18,351.79998779296875
2023-01-19,343.1000061035156
2023-01-20,347.69000244140625
2023-01-23,348.92999267578125
2023-01-24,346.4200134277344
2023-01-25,347.4200134277344
2023-01-26,349
2023-01-27,347.82000732421875
2023-01-30,347.3699951171875
2023-01-31,359.6400146484375
2023-02-01,362.010009765625
2023-02-02,370.2300109863281
2023-02-03,360.6300048828125
2023-02-06,356.8999938964844
2023-02-07,358.4599914550781
2023-02-08,356.20001220703125
2023-02-09,353.239990234375
2023-02-10,351.239990234375
2023-02-13,356.45001220703125
2023-02-14,356.20001220703125
2023-02-15,382.79998779296875
2023-02-16,368.92999267578125
2023-02-17,371.67999267578125
2023-02-21,359.70001220703125
2023-02-22,361.239990234375
2023-02-23,362.9700012207031
2023-02-24,362.0799865722656
2023-02-27,359.94000244140625
2023-02-28,359.8699951171875
2023-03-01,357.5400085449219
2023-03-02,363.4700012207031
2023-03-03,365.6199951171875
2023-03-06,360
2023-03-07,356.9200134277344
2023-03-08,363.3599853515625
2023-03-09,354.19000244140625
2023-03-10,341.0199890136719
2023-03-13,333.7900085449219
2023-03-14,337.3800048828125
2023-03-15,325.2099914550781
2023-03-16,331.2200012207031
2023-03-17,320.6000061035156
2023-03-20,324.8500061035156
2023-03-21,335.1600036621094
2023-03-22,328.3599853515625
2023-03-23,333.45001220703125
2023-03-24,336.8299865722656
2023-03-27,339.05999755859375
2023-03-28,346.1000061035156
2023-03-29,351.239990234375
2023-03-30,350.5
2023-03-31,355.05999755859375
2023-04-03,356
2023-04-04,347.54998779296875
2023-04-05,337.05999755859375
2023-04-06,338.5899963378906
2023-04-10,340.4800109863281
2023-04-11,346.20001220703125
2023-04-12,346.05999755859375
2023-04-13,348.7300109863281
2023-04-14,349.20001220703125
2023-04-17,353.5899963378906
2023-04-18,353.45001220703125
2023-04-19,356.79998779296875
2023-04-20,356.5
2023-04-21,354.5899963378906
2023-04-24,356.1199951171875
2023-04-25,352.5199890136719
2023-04-26,344.5199890136719
2023-04-27,358.04998779296875
2023-04-28,363.20001220703125
2023-05-01,367.3699951171875
2023-05-02,371.8500061035156
2023-05-03,368.54998779296875
2023-05-04,389.2799987792969
2023-05-05,397.6600036621094
2023-05-08,396.3599853515625
2023-05-09,398.69000244140625
2023-05-10,400.92999267578125
2023-05-11,400.57000732421875
2023-05-12,402.57000732421875
2023-05-15,404.55999755859375
2023-05-16,402.4700012207031
2023-05-17,407.3699951171875
2023-05-18,407.82000732421875
2023-05-19,408.3999938964844
2023-05-22,405.989990234375
2023-05-23,397.260009765625
2023-05-24,395.2300109863281
2023-05-25,399.1600036621094
2023-05-26,399.1600036621094
2023-05-30,398.2300109863281
2023-05-31,398.0400085449219
2023-06-01,404.3999938964844
2023-06-02,415.0799865722656
2023-06-05,417.07000732421875
2023-06-06,418.1000061035156
2023-06-07,423.3399963378906
2023-06-08,425.3999938964844
2023-06-09,427.260009765625
2023-06-12,423.1600036621094
2023-06-13,427.30999755859375
2023-06-14,425.80999755859375
2023-06-15,429.45001220703125
2023-06-16,426.5400085449219
2023-06-20,430.1700134277344
2023-06-21,431.9100036621094
2023-06-22,439.2200012207031
2023-06-23,442.3800048828125
2023-06-26,442.7799987792969
2023-06-27,452.0899963378906
2023-06-28,453.7799987792969
2023-06-29,457.8299865722656
2023-06-30,461.69000244140625
2023-07-03,456.2200012207031
2023-07-05,449.3999938964844
2023-07-06,440.7699890136719
2023-07-07,440.1700134277344
2023-07-10,443.94000244140625
2023-07-11,449.4200134277344
2023-07-12,445.2300109863281
2023-07-13,454.1300048828125
2023-07-14,457.55999755859375
2023-07-17,458.1199951171875
2023-07-18,461.989990234375
2023-07-19,454.260009765625
2023-07-20,458.07000732421875
2023-07-21,457.8900146484375
2023-07-24,458.510009765625
2023-07-25,458.260009765625
2023-07-26,458.3900146484375
2023-07-27,444.9200134277344
2023-07-28,448.7300109863281
2023-07-31,446.4599914550781
2023-08-01,453.2799987792969
2023-08-02,450.5400085449219
2023-08-03,453.4800109863281
2023-08-04,455.8500061035156
2023-08-07,462.239990234375
2023-08-08,457.2900085449219
2023-08-09,451.5400085449219
2023-08-10,458.7699890136719
2023-08-11,455.44000244140625
2023-08-14,459.25
2023-08-15,456.32000732421875
2023-08-16,452.0199890136719
2023-08-17,432.0799865722656
2023-08-18,431.1700134277344
2023-08-21,432.54998779296875
2023-08-22,436.32000732421875
2023-08-23,442.25
2023-08-24,437.4599914550781
2023-08-25,437.239990234375
2023-08-28,439.0899963378906
2023-08-29,445.7900085449219
2023-08-30,446.0299987792969
2023-08-31,446.4100036621094
2023-09-01,457.3900146484375
2023-09-05,441.67999267578125
2023-09-06,438.6600036621094
2023-09-07,437.7099914550781
2023-09-08,438.0899963378906
2023-09-11,439.07000732421875
2023-09-12,437.3599853515625
2023-09-13,434.0400085449219
2023-09-14,435.79998779296875
2023-09-15,425.1300048828125
2023-09-18,428.0400085449219
2023-09-19,422.7300109863281
2023-09-20,420.9100036621094
2023-09-21,406.55999755859375
2023-09-22,406.3800048828125
2023-09-25,410.1600036621094
2023-09-26,407.260009765625
2023-09-27,409.95001220703125
2023-09-28,414.5199890136719
2023-09-29,410.4800109863281
2023-10-02,405.70001220703125
2023-10-03,404.3500061035156
2023-10-04,418.9200134277344
2023-10-05,420.25
2023-10-06,432.70001220703125
2023-10-09,426.4700012207031
2023-10-10,427.760009765625
2023-10-11,436.69000244140625
